"","game_id","team_id","home.away","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","winner","gameDate","gameType","attendance","arenaId","gameLabel","seriesGameNumber","gameSubLabel","coach","whos_favored","spread","total","moneyline_away","moneyline_home","h2_spread","h2_total","id_spread","id_total"
"1444","202502020CLE","DAL","away",240,40,103,0.388,9,43,0.209,12,15,0.8,10,35,45,22,6,3,9,11,101,"False","2025-02-02 15:30:00","Regular Season",19432,1000006,"0",0,"0","Jason Kidd","home",15.5,235.5,NA,NA,NA,NA,1,1
"1445","202502020DET","DET","home",240,54,99,0.545,10,30,0.333,9,13,0.692,8,34,42,38,14,5,11,18,127,"True","2025-02-02 15:00:00","Regular Season",20062,624,"0",0,"0","J.B. Bickerstaff","home",5.5,233.5,NA,NA,NA,NA,1,1
"1446","202502020DET","CHI","away",240,41,89,0.461,19,52,0.365,18,20,0.9,11,33,44,28,7,4,20,11,119,"False","2025-02-02 15:00:00","Regular Season",20062,624,"0",0,"0","Billy Donovan","home",5.5,233.5,NA,NA,NA,NA,1,1
"1447","202502020MIL","MIL","home",240,44,91,0.484,20,45,0.444,11,19,0.579,8,28,36,32,7,5,13,21,119,"False","2025-02-02 20:30:00","Regular Season",17341,642,"0",0,"0","Doc Rivers","home",3.5,247.5,NA,NA,NA,NA,0,1
"1448","202502020MIL","MEM","away",240,52,107,0.486,14,39,0.359,14,22,0.636,22,39,61,37,9,5,12,15,132,"True","2025-02-02 20:30:00","Regular Season",17341,642,"0",0,"0","Taylor Jenkins","home",3.5,247.5,NA,NA,NA,NA,0,1
"1449","202502020PHI","PHI","home",240,37,82,0.451,15,32,0.469,21,28,0.75,8,38,46,20,7,2,10,19,110,"False","2025-02-02 18:00:00","Regular Season",19766,419,"0",0,"0","Nick Nurse","away",12.5,224.5,NA,NA,NA,NA,0,1
"1450","202502020PHI","BOS","away",240,42,84,0.5,21,49,0.429,13,16,0.813,5,33,38,34,3,8,9,21,118,"True","2025-02-02 18:00:00","Regular Season",19766,419,"0",0,"0","Joe Mazzulla","away",12.5,224.5,NA,NA,NA,NA,0,1
"1451","202502020TOR","TOR","home",240,44,85,0.518,13,25,0.52,14,16,0.875,10,33,43,31,6,6,14,17,115,"True","2025-02-02 15:30:00","Regular Season",18874,643,"0",0,"0","Darko Rajakovic","away",5.5,219.5,NA,NA,NA,NA,0,1
"1452","202502020TOR","LAC","away",240,41,88,0.466,9,28,0.321,17,21,0.81,13,28,41,21,6,7,10,15,108,"False","2025-02-02 15:30:00","Regular Season",18874,643,"0",0,"0","Tyronn Lue","away",5.5,219.5,NA,NA,NA,NA,0,1
"1453","202502030CHO","CHO","home",240,39,89,0.438,11,29,0.379,25,28,0.893,9,37,46,26,4,1,11,17,114,"False","2025-02-03 19:00:00","Regular Season",14129,9,"0",0,"0","Charles Lee","home",4.5,216.5,NA,NA,NA,NA,0,1
"1454","202502030CHO","WAS","away",240,44,99,0.444,17,51,0.333,19,23,0.826,18,36,54,29,6,5,11,21,124,"True","2025-02-03 19:00:00","Regular Season",14129,9,"0",0,"0","Brian Keefe","home",4.5,216.5,NA,NA,NA,NA,0,1
"1455","202502030DEN","DEN","home",240,46,92,0.5,12,33,0.364,21,26,0.808,14,32,46,28,7,6,6,16,125,"True","2025-02-03 21:00:00","Regular Season",19587,1000046,"0",0,"0","Michael Malone","home",9.5,241.5,NA,NA,NA,NA,1,0
"1456","202502030DEN","NOP","away",240,38,88,0.432,18,38,0.474,19,22,0.864,14,27,41,27,5,4,10,21,113,"False","2025-02-03 21:00:00","Regular Season",19587,1000046,"0",0,"0","Willie Green","home",9.5,241.5,NA,NA,NA,NA,1,0
"1457","202502030DET","DET","home",240,43,83,0.518,9,27,0.333,35,38,0.921,10,31,41,31,7,2,14,25,130,"False","2025-02-03 19:00:00","Regular Season",15988,624,"0",0,"0","J.B. Bickerstaff","home",4.5,236.5,NA,NA,NA,NA,0,1
"1458","202502030DET","ATL","away",240,42,81,0.519,16,37,0.432,32,39,0.821,5,32,37,27,8,7,14,27,132,"True","2025-02-03 19:00:00","Regular Season",15988,624,"0",0,"0","Quin Snyder","home",4.5,236.5,NA,NA,NA,NA,0,1
"1459","202502030GSW","GSW","home",240,34,78,0.436,12,39,0.308,24,34,0.706,9,35,44,25,9,0,13,16,104,"True","2025-02-03 22:00:00","Regular Season",18064,1000011,"0",0,"0","Steve Kerr","home",3.5,209.5,NA,NA,NA,NA,1,0
"1460","202502030GSW","ORL","away",240,43,99,0.434,8,32,0.25,5,10,0.5,18,34,52,23,8,2,12,26,99,"False","2025-02-03 22:00:00","Regular Season",18064,1000011,"0",0,"0","Jamahl Mosley","home",3.5,209.5,NA,NA,NA,NA,1,0
"1461","202502030MEM","MEM","home",240,48,99,0.485,14,36,0.389,18,20,0.9,10,37,47,33,17,5,15,18,128,"True","2025-02-03 20:00:00","Regular Season",16575,242,"0",0,"0","Taylor Jenkins","home",4.5,241.5,NA,NA,NA,NA,1,0
"1462","202502030MEM","SAS","away",240,41,91,0.451,12,36,0.333,15,20,0.75,9,39,48,31,8,2,23,18,109,"False","2025-02-03 20:00:00","Regular Season",16575,242,"0",0,"0","Mitch Johnson","home",4.5,241.5,NA,NA,NA,NA,1,0
"1463","202502030MIN","MIN","home",240,43,94,0.457,12,40,0.3,16,16,1,11,25,36,28,5,8,8,16,114,"False","2025-02-03 20:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",4.5,221.5,NA,NA,NA,NA,0,1
"1464","202502030MIN","SAC","away",240,45,92,0.489,10,24,0.417,16,20,0.8,11,36,47,23,7,6,12,16,116,"True","2025-02-03 20:00:00","Regular Season",18978,61,"0",0,"0","Doug Christie","home",4.5,221.5,NA,NA,NA,NA,0,1
"1465","202502030NYK","NYK","home",240,47,93,0.505,6,26,0.231,24,30,0.8,12,28,40,24,9,5,14,15,124,"True","2025-02-03 19:30:00","Regular Season",19812,30,"0",0,"0","Tom Thibodeau","home",7.5,224.5,NA,NA,NA,NA,0,1
"1466","202502030NYK","HOU","away",240,48,104,0.462,8,28,0.286,14,15,0.933,20,30,50,27,8,6,17,26,118,"False","2025-02-03 19:30:00","Regular Season",19812,30,"0",0,"0","Ime Udoka","home",7.5,224.5,NA,NA,NA,NA,0,1
"1467","202502030OKC","OKC","home",240,51,99,0.515,16,41,0.39,7,8,0.875,14,41,55,28,9,5,17,18,125,"True","2025-02-03 20:00:00","Regular Season",17677,1000052,"0",0,"0","Mark Daigneault","home",17.5,226.5,NA,NA,NA,NA,1,0
"1468","202502030OKC","MIL","away",240,35,93,0.376,13,39,0.333,13,21,0.619,9,28,37,24,12,3,15,12,96,"False","2025-02-03 20:00:00","Regular Season",17677,1000052,"0",0,"0","Doc Rivers","home",17.5,226.5,NA,NA,NA,NA,1,0
"1469","202502030POR","POR","home",265,40,89,0.449,16,40,0.4,25,30,0.833,14,34,48,30,6,2,13,21,121,"True","2025-02-03 22:00:00","Regular Season",16205,51,"0",0,"0","Chauncey Billups","away",4.5,229.5,NA,NA,NA,NA,0,1
"1470","202502030POR","PHO","away",265,40,85,0.471,15,42,0.357,24,28,0.857,10,33,43,28,12,5,15,21,119,"False","2025-02-03 22:00:00","Regular Season",16205,51,"0",0,"0","Mike Budenholzer","away",4.5,229.5,NA,NA,NA,NA,0,1
"1471","202502030UTA","UTA","home",240,39,91,0.429,13,37,0.351,20,30,0.667,17,43,60,31,5,4,19,17,111,"False","2025-02-03 21:00:00","Regular Season",18175,1000106,"0",0,"0","Will Hardy","away",6.5,242.5,NA,NA,NA,NA,0,0
"1472","202502030UTA","IND","away",240,43,91,0.473,10,42,0.238,16,20,0.8,6,31,37,32,13,10,9,20,112,"True","2025-02-03 21:00:00","Regular Season",18175,1000106,"0",0,"0","Rick Carlisle","away",6.5,242.5,NA,NA,NA,NA,0,0
"1473","202502040BRK","BRK","home",240,38,82,0.463,10,27,0.37,13,17,0.765,10,29,39,26,10,9,14,25,99,"True","2025-02-04 19:30:00","Regular Season",16564,461,"0",0,"0","Jordi Fernandez","away",8.5,213.5,NA,NA,NA,NA,0,0
"1474","202502040BRK","HOU","away",240,34,83,0.41,11,32,0.344,18,27,0.667,16,29,45,23,6,6,18,18,97,"False","2025-02-04 19:30:00","Regular Season",16564,461,"0",0,"0","Ime Udoka","away",8.5,213.5,NA,NA,NA,NA,0,0
"1475","202502040CHI","CHI","home",240,48,91,0.527,19,41,0.463,18,22,0.818,7,36,43,35,4,3,10,18,133,"True","2025-02-04 20:00:00","Regular Season",19389,66,"0",0,"0","Billy Donovan","away",3.5,228.5,NA,NA,NA,NA,0,1
"1476","202502040CHI","MIA","away",240,43,90,0.478,17,44,0.386,21,26,0.808,11,33,44,29,4,3,14,17,124,"False","2025-02-04 20:00:00","Regular Season",19389,66,"0",0,"0","Erik Spoelstra","away",3.5,228.5,NA,NA,NA,NA,0,1
"1477","202502040CLE","CLE","home",240,36,91,0.396,11,39,0.282,22,26,0.846,14,37,51,18,6,1,13,23,105,"False","2025-02-04 19:30:00","Regular Season",19432,1000006,"0",0,"0","Kenny Atkinson","home",1.5,236.5,NA,NA,NA,NA,0,0
"1478","202502040CLE","BOS","away",240,40,98,0.408,17,48,0.354,15,18,0.833,15,38,53,26,10,6,12,21,112,"True","2025-02-04 19:30:00","Regular Season",19432,1000006,"0",0,"0","Joe Mazzulla","home",1.5,236.5,NA,NA,NA,NA,0,0
"1479","202502040LAC","LAC","home",240,34,89,0.382,12,41,0.293,17,19,0.895,10,26,36,30,9,5,10,17,97,"False","2025-02-04 22:00:00","Regular Season",17927,1000137,"0",0,"0","Tyronn Lue","home",8.5,222.5,NA,NA,NA,NA,0,0
"1480","202502040LAC","LAL","away",240,45,81,0.556,18,37,0.486,14,23,0.609,10,40,50,33,7,3,15,15,122,"True","2025-02-04 22:00:00","Regular Season",17927,1000137,"0",0,"0","JJ Redick","home",8.5,222.5,NA,NA,NA,NA,0,0
"1481","202502040PHI","PHI","home",240,47,86,0.547,11,33,0.333,13,19,0.684,9,25,34,37,5,4,13,21,118,"True","2025-02-04 19:00:00","Regular Season",19756,419,"0",0,"0","Nick Nurse","home",3.5,227.5,NA,NA,NA,NA,0,1
"1482","202502040PHI","DAL","away",240,40,85,0.471,11,33,0.333,25,31,0.806,15,29,44,24,8,4,12,19,116,"False","2025-02-04 19:00:00","Regular Season",19756,419,"0",0,"0","Jason Kidd","home",3.5,227.5,NA,NA,NA,NA,0,1
"1483","202502040POR","POR","home",240,41,92,0.446,14,37,0.378,16,17,0.941,16,35,51,23,8,4,19,17,112,"True","2025-02-04 22:00:00","Regular Season",16005,51,"0",0,"0","Chauncey Billups","away",5.5,232.5,NA,NA,NA,NA,0,0
"1484","202502040POR","IND","away",240,34,81,0.42,5,24,0.208,16,21,0.762,14,25,39,25,11,6,19,19,89,"False","2025-02-04 22:00:00","Regular Season",16005,51,"0",0,"0","Rick Carlisle","away",5.5,232.5,NA,NA,NA,NA,0,0
"1485","202502040TOR","TOR","home",240,43,82,0.524,11,29,0.379,18,19,0.947,10,24,34,27,7,4,14,22,115,"False","2025-02-04 19:30:00","Regular Season",17398,643,"0",0,"0","Darko Rajakovic","away",5.5,227.5,NA,NA,NA,NA,1,1
"1486","202502040TOR","NYK","away",240,47,94,0.5,8,25,0.32,19,23,0.826,17,26,43,26,10,4,13,15,121,"True","2025-02-04 19:30:00","Regular Season",17398,643,"0",0,"0","Tom Thibodeau","away",5.5,227.5,NA,NA,NA,NA,1,1
"1487","202502050ATL","ATL","home",240,48,91,0.527,16,42,0.381,13,18,0.722,8,37,45,33,5,5,20,14,125,"False","2025-02-05 19:00:00","Regular Season",17191,650,"0",0,"0","Quin Snyder","away",4.5,243.5,NA,NA,NA,NA,0,1
"1488","202502050ATL","SAS","away",240,51,101,0.505,12,37,0.324,12,16,0.75,11,30,41,36,16,3,10,20,126,"True","2025-02-05 19:00:00","Regular Season",17191,650,"0",0,"0","Mitch Johnson","away",4.5,243.5,NA,NA,NA,NA,0,1
"1489","202502050BRK","BRK","home",240,36,83,0.434,13,38,0.342,17,23,0.739,12,25,37,26,7,3,10,20,102,"False","2025-02-05 19:30:00","Regular Season",16035,461,"0",0,"0","Jordi Fernandez","home",5.5,216.5,NA,NA,NA,NA,0,1
"1490","202502050BRK","WAS","away",240,44,81,0.543,20,43,0.465,11,14,0.786,7,33,40,40,6,3,15,21,119,"True","2025-02-05 19:30:00","Regular Season",16035,461,"0",0,"0","Brian Keefe","home",5.5,216.5,NA,NA,NA,NA,0,1
"1491","202502050CHO","CHO","home",240,38,88,0.432,11,34,0.324,15,20,0.75,9,32,41,21,4,1,8,14,102,"False","2025-02-05 19:00:00","Regular Season",14385,9,"0",0,"0","Charles Lee","away",8.5,222.5,NA,NA,NA,NA,1,0
"1492","202502050CHO","MIL","away",240,41,81,0.506,18,42,0.429,12,13,0.923,6,38,44,26,6,4,11,16,112,"True","2025-02-05 19:00:00","Regular Season",14385,9,"0",0,"0","Doc Rivers","away",8.5,222.5,NA,NA,NA,NA,1,0
"1493","202502050DEN","DEN","home",240,57,100,0.57,16,43,0.372,14,15,0.933,13,38,51,40,9,4,9,21,144,"True","2025-02-05 21:00:00","Regular Season",19526,1000046,"0",0,"0","Michael Malone","home",11.5,239.5,NA,NA,NA,NA,1,1
"1494","202502050DEN","NOP","away",240,43,93,0.462,10,29,0.345,23,26,0.885,10,28,38,26,5,3,11,10,119,"False","2025-02-05 21:00:00","Regular Season",19526,1000046,"0",0,"0","Willie Green","home",11.5,239.5,NA,NA,NA,NA,1,1
"1495","202502050DET","DET","home",240,39,98,0.398,12,37,0.324,25,28,0.893,17,28,45,22,13,5,12,21,115,"False","2025-02-05 19:00:00","Regular Season",18734,624,"0",0,"0","J.B. Bickerstaff","away",3.5,234.5,NA,NA,NA,NA,0,0
"1496","202502050DET","CLE","away",240,41,85,0.482,16,38,0.421,20,24,0.833,11,35,46,28,6,7,24,22,118,"True","2025-02-05 19:00:00","Regular Season",18734,624,"0",0,"0","Kenny Atkinson","away",3.5,234.5,NA,NA,NA,NA,0,0
"1497","202502050MIN","MIN","home",240,42,98,0.429,20,47,0.426,23,28,0.821,23,36,59,27,6,8,11,15,127,"True","2025-02-05 20:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",10.5,226.5,NA,NA,NA,NA,1,1
"1498","202502050MIN","CHI","away",240,40,83,0.482,12,36,0.333,16,22,0.727,6,28,34,25,9,5,11,22,108,"False","2025-02-05 20:00:00","Regular Season",18978,61,"0",0,"0","Billy Donovan","home",10.5,226.5,NA,NA,NA,NA,1,1
"1499","202502050OKC","OKC","home",240,52,102,0.51,12,42,0.286,24,27,0.889,17,29,46,24,15,4,6,23,140,"True","2025-02-05 21:30:00","Regular Season",17451,1000052,"0",0,"0","Mark Daigneault","home",12.5,229.5,NA,NA,NA,NA,1,1
"1500","202502050OKC","PHO","away",240,33,70,0.471,14,36,0.389,29,33,0.879,3,32,35,24,3,2,22,17,109,"False","2025-02-05 21:30:00","Regular Season",17451,1000052,"0",0,"0","Mike Budenholzer","home",12.5,229.5,NA,NA,NA,NA,1,1
"1501","202502050PHI","PHI","home",240,37,96,0.385,12,40,0.3,15,20,0.75,11,28,39,22,14,4,5,15,101,"False","2025-02-05 19:30:00","Regular Season",19770,419,"0",0,"0","Nick Nurse","home",1.5,220.5,NA,NA,NA,NA,0,0
"1502","202502050PHI","MIA","away",240,39,83,0.47,14,34,0.412,16,20,0.8,13,41,54,25,3,4,22,13,108,"True","2025-02-05 19:30:00","Regular Season",19770,419,"0",0,"0","Erik Spoelstra","home",1.5,220.5,NA,NA,NA,NA,0,0
"1503","202502050SAC","SAC","home",240,40,80,0.5,10,27,0.37,21,28,0.75,14,23,37,23,6,4,19,14,111,"False","2025-02-05 22:00:00","Regular Season",18074,609,"0",0,"0","Doug Christie","home",3.5,218.5,NA,NA,NA,NA,0,1
"1504","202502050SAC","ORL","away",240,50,88,0.568,16,31,0.516,14,15,0.933,9,26,35,30,8,3,11,24,130,"True","2025-02-05 22:00:00","Regular Season",18074,609,"0",0,"0","Jamahl Mosley","home",3.5,218.5,NA,NA,NA,NA,0,1
"1505","202502050TOR","TOR","home",240,39,98,0.398,12,42,0.286,17,19,0.895,14,20,34,28,11,3,10,29,107,"False","2025-02-05 19:30:00","Regular Season",18337,643,"0",0,"0","Darko Rajakovic","away",9.5,235.5,NA,NA,NA,NA,1,1
"1506","202502050TOR","MEM","away",240,47,89,0.528,16,38,0.421,28,38,0.737,24,37,61,22,7,5,18,19,138,"True","2025-02-05 19:30:00","Regular Season",18337,643,"0",0,"0","Taylor Jenkins","away",9.5,235.5,NA,NA,NA,NA,1,1
"1507","202502050UTA","UTA","home",240,48,92,0.522,13,37,0.351,22,27,0.815,12,36,48,30,5,5,13,23,131,"True","2025-02-05 21:00:00","Regular Season",18175,1000106,"0",0,"0","Will Hardy","away",6.5,222.5,NA,NA,NA,NA,0,1
"1508","202502050UTA","GSW","away",240,46,100,0.46,17,48,0.354,19,27,0.704,12,29,41,33,6,4,9,24,128,"False","2025-02-05 21:00:00","Regular Season",18175,1000106,"0",0,"0","Steve Kerr","away",6.5,222.5,NA,NA,NA,NA,0,1
"1509","202502060BOS","BOS","home",240,46,89,0.517,16,37,0.432,12,15,0.8,11,29,40,30,2,6,14,17,120,"False","2025-02-06 19:30:00","Regular Season",19156,17,"0",0,"0","Joe Mazzulla","home",12.5,233.5,NA,NA,NA,NA,0,1
"1510","202502060BOS","DAL","away",240,49,88,0.557,15,33,0.455,14,18,0.778,8,27,35,32,9,4,11,15,127,"True","2025-02-06 19:30:00","Regular Season",19156,17,"0",0,"0","Jason Kidd","home",12.5,233.5,NA,NA,NA,NA,0,1
"1511","202502060DEN","DEN","home",240,44,83,0.53,12,30,0.4,12,21,0.571,12,40,52,33,7,4,20,22,112,"True","2025-02-06 21:00:00","Regular Season",19616,1000046,"0",0,"0","Michael Malone","home",6.5,216.5,NA,NA,NA,NA,1,0
"1512","202502060DEN","ORL","away",240,31,84,0.369,5,31,0.161,23,30,0.767,13,27,40,21,10,8,14,15,90,"False","2025-02-06 21:00:00","Regular Season",19616,1000046,"0",0,"0","Jamahl Mosley","home",6.5,216.5,NA,NA,NA,NA,1,0
"1513","202502060LAC","LAC","home",240,41,88,0.466,17,40,0.425,13,18,0.722,11,37,48,25,5,4,19,16,112,"False","2025-02-06 22:30:00","Regular Season",13458,1000137,"0",0,"0","Tyronn Lue","home",5.5,230.5,NA,NA,NA,NA,0,1
"1514","202502060LAC","IND","away",240,43,95,0.453,13,39,0.333,20,24,0.833,12,34,46,31,13,3,8,14,119,"True","2025-02-06 22:30:00","Regular Season",13458,1000137,"0",0,"0","Rick Carlisle","home",5.5,230.5,NA,NA,NA,NA,0,1
"1515","202502060LAL","LAL","home",240,39,78,0.5,13,35,0.371,29,36,0.806,7,40,47,26,9,5,14,21,120,"True","2025-02-06 22:00:00","Regular Season",18997,1000069,"0",0,"0","JJ Redick","home",4.5,225.5,NA,NA,NA,NA,1,1
"1516","202502060LAL","GSW","away",240,41,101,0.406,16,53,0.302,14,20,0.7,10,30,40,29,8,2,12,25,112,"False","2025-02-06 22:00:00","Regular Season",18997,1000069,"0",0,"0","Steve Kerr","home",4.5,225.5,NA,NA,NA,NA,1,1
"1517","202502060MIN","MIN","home",240,45,94,0.479,16,39,0.41,21,24,0.875,18,29,47,23,5,6,13,21,127,"True","2025-02-06 20:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",0.5,214.5,NA,NA,NA,NA,1,1
"1518","202502060MIN","HOU","away",240,41,84,0.488,12,31,0.387,20,28,0.714,12,27,39,26,12,7,12,18,114,"False","2025-02-06 20:00:00","Regular Season",18978,61,"0",0,"0","Ime Udoka","home",0.5,214.5,NA,NA,NA,NA,1,1
"1519","202502060POR","POR","home",240,39,90,0.433,16,40,0.4,14,18,0.778,10,37,47,25,5,7,13,18,108,"True","2025-02-06 22:00:00","Regular Season",16953,51,"0",0,"0","Chauncey Billups","away",1.5,230.5,NA,NA,NA,NA,0,0
"1520","202502060POR","SAC","away",240,37,88,0.42,10,30,0.333,18,22,0.818,11,36,47,21,8,6,11,20,102,"False","2025-02-06 22:00:00","Regular Season",16953,51,"0",0,"0","Doug Christie","away",1.5,230.5,NA,NA,NA,NA,0,0
"1521","202502070ATL","ATL","home",240,45,92,0.489,13,36,0.361,12,18,0.667,11,41,52,29,6,6,11,14,115,"True","2025-02-07 19:30:00","Regular Season",16378,650,"0",0,"0","Quin Snyder","away",2.5,238.5,NA,NA,NA,NA,0,0
"1522","202502070ATL","MIL","away",240,41,96,0.427,19,50,0.38,9,10,0.9,7,36,43,28,5,3,10,17,110,"False","2025-02-07 19:30:00","Regular Season",16378,650,"0",0,"0","Doc Rivers","away",2.5,238.5,NA,NA,NA,NA,0,0
"1523","202502070BRK","BRK","home",240,39,93,0.419,10,37,0.27,14,18,0.778,18,39,57,17,8,13,14,15,102,"True","2025-02-07 19:30:00","Regular Season",17926,461,"0",0,"0","Jordi Fernandez","away",5.5,209.5,NA,NA,NA,NA,0,0
"1524","202502070BRK","MIA","away",240,32,90,0.356,12,40,0.3,10,12,0.833,11,28,39,23,9,5,14,19,86,"False","2025-02-07 19:30:00","Regular Season",17926,461,"0",0,"0","Erik Spoelstra","away",5.5,209.5,NA,NA,NA,NA,0,0
"1525","202502070CHO","CHO","home",240,47,101,0.465,17,38,0.447,6,6,1,16,37,53,33,4,4,11,22,117,"True","2025-02-07 19:00:00","Regular Season",19290,9,"0",0,"0","Charles Lee","away",9.5,230.5,NA,NA,NA,NA,0,1
"1526","202502070CHO","SAS","away",240,42,92,0.457,12,39,0.308,20,24,0.833,13,25,38,25,8,5,8,13,116,"False","2025-02-07 19:00:00","Regular Season",19290,9,"0",0,"0","Mitch Johnson","away",9.5,230.5,NA,NA,NA,NA,0,1
"1527","202502070DET","DET","home",240,44,97,0.454,17,44,0.386,20,26,0.769,21,35,56,32,7,4,15,24,125,"True","2025-02-07 19:30:00","Regular Season",19241,624,"0",0,"0","J.B. Bickerstaff","away",6.5,222.5,NA,NA,NA,NA,0,1
"1528","202502070DET","PHI","away",240,41,83,0.494,13,31,0.419,17,20,0.85,7,31,38,26,7,7,13,20,112,"False","2025-02-07 19:30:00","Regular Season",19241,624,"0",0,"0","Nick Nurse","away",6.5,222.5,NA,NA,NA,NA,0,1
"1529","202502070OKC","OKC","home",240,43,84,0.512,9,31,0.29,26,31,0.839,11,33,44,26,10,7,12,14,121,"True","2025-02-07 20:00:00","Regular Season",18203,1000052,"0",0,"0","Mark Daigneault","home",18.5,229.5,NA,NA,NA,NA,0,1
"1530","202502070OKC","TOR","away",240,39,91,0.429,19,41,0.463,12,19,0.632,14,28,42,31,9,6,12,24,109,"False","2025-02-07 20:00:00","Regular Season",18203,1000052,"0",0,"0","Darko Rajakovic","home",18.5,229.5,NA,NA,NA,NA,0,1
"1531","202502070PHO","PHO","home",265,47,104,0.452,22,56,0.393,19,21,0.905,12,37,49,31,6,15,8,17,135,"True","2025-02-07 22:00:00","Regular Season",17071,1000051,"0",0,"0","Mike Budenholzer","home",7.5,231.5,NA,NA,NA,NA,1,1
"1532","202502070PHO","UTA","away",265,48,117,0.41,13,48,0.271,18,20,0.9,25,38,63,29,5,7,12,16,127,"False","2025-02-07 22:00:00","Regular Season",17071,1000051,"0",0,"0","Will Hardy","home",7.5,231.5,NA,NA,NA,NA,1,1
"1533","202502070WAS","WAS","home",240,46,94,0.489,16,44,0.364,16,25,0.64,16,24,40,25,8,2,15,17,124,"False","2025-02-07 19:00:00","Regular Season",20385,77,"0",0,"0","Brian Keefe","away",17.5,237.5,NA,NA,NA,NA,0,1
"1534","202502070WAS","CLE","away",240,48,94,0.511,16,38,0.421,22,24,0.917,15,31,46,32,9,3,14,20,134,"True","2025-02-07 19:00:00","Regular Season",20385,77,"0",0,"0","Kenny Atkinson","away",17.5,237.5,NA,NA,NA,NA,0,1
"1535","202502080CHI","CHI","home",240,35,79,0.443,17,39,0.436,24,31,0.774,6,25,31,24,8,4,17,19,111,"False","2025-02-08 20:00:00","Regular Season",21297,66,"0",0,"0","Billy Donovan","away",6.5,239.5,NA,NA,NA,NA,1,1
"1536","202502080CHI","GSW","away",240,45,90,0.5,19,48,0.396,23,27,0.852,16,28,44,34,8,7,15,23,132,"True","2025-02-08 20:00:00","Regular Season",21297,66,"0",0,"0","Steve Kerr","away",6.5,239.5,NA,NA,NA,NA,1,1
"1537","202502080DAL","DAL","home",240,39,83,0.47,12,23,0.522,26,34,0.765,12,31,43,22,4,18,6,18,116,"True","2025-02-08 15:00:00","Regular Season",20303,193,"0",0,"0","Jason Kidd","home",3.5,227.5,NA,NA,NA,NA,1,0
"1538","202502080DAL","HOU","away",240,40,100,0.4,8,28,0.286,17,22,0.773,19,29,48,21,2,5,9,22,105,"False","2025-02-08 15:00:00","Regular Season",20303,193,"0",0,"0","Ime Udoka","home",3.5,227.5,NA,NA,NA,NA,1,0
"1539","202502080LAC","LAC","home",240,51,88,0.58,11,26,0.423,17,21,0.81,8,29,37,36,8,2,15,20,130,"True","2025-02-08 22:30:00","Regular Season",15892,1000137,"0",0,"0","Tyronn Lue","home",17.5,225.5,NA,NA,NA,NA,1,1
"1540","202502080LAC","UTA","away",240,39,83,0.47,17,43,0.395,15,18,0.833,12,26,38,26,7,4,20,21,110,"False","2025-02-08 22:30:00","Regular Season",15892,1000137,"0",0,"0","Will Hardy","home",17.5,225.5,NA,NA,NA,NA,1,1
"1541","202502080LAL","LAL","home",240,46,88,0.523,11,33,0.333,21,23,0.913,9,37,46,29,6,3,15,22,124,"True","2025-02-08 16:00:00","Regular Season",18997,1000069,"0",0,"0","JJ Redick","away",4.5,230.5,NA,NA,NA,NA,0,1
"1542","202502080LAL","IND","away",240,37,87,0.425,12,38,0.316,31,32,0.969,11,27,38,27,10,2,11,20,117,"False","2025-02-08 16:00:00","Regular Season",18997,1000069,"0",0,"0","Rick Carlisle","away",4.5,230.5,NA,NA,NA,NA,0,1
"1543","202502080MEM","MEM","home",240,36,81,0.444,12,28,0.429,28,39,0.718,10,30,40,21,7,9,13,21,112,"False","2025-02-08 20:00:00","Regular Season",17794,242,"0",0,"0","Taylor Jenkins","away",1.5,244.5,NA,NA,NA,NA,1,0
"1544","202502080MEM","OKC","away",240,45,105,0.429,18,42,0.429,17,21,0.81,21,34,55,29,5,5,9,27,125,"True","2025-02-08 20:00:00","Regular Season",17794,242,"0",0,"0","Mark Daigneault","away",1.5,244.5,NA,NA,NA,NA,1,0
"1545","202502080MIN","MIN","home",240,43,82,0.524,10,28,0.357,18,28,0.643,8,35,43,23,8,2,14,18,114,"True","2025-02-08 20:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",3.5,212.5,NA,NA,NA,NA,1,0
"1546","202502080MIN","POR","away",240,37,92,0.402,7,35,0.2,17,22,0.773,16,29,45,18,11,6,17,24,98,"False","2025-02-08 20:00:00","Regular Season",18978,61,"0",0,"0","Chauncey Billups","home",3.5,212.5,NA,NA,NA,NA,1,0
"1547","202502080NYK","NYK","home",240,35,83,0.422,9,24,0.375,25,29,0.862,7,23,30,16,9,1,9,15,104,"False","2025-02-08 20:30:00","Regular Season",19812,30,"0",0,"0","Tom Thibodeau","away",2.5,230.5,NA,NA,NA,NA,1,1
"1548","202502080NYK","BOS","away",240,46,85,0.541,19,39,0.487,20,24,0.833,11,37,48,21,6,7,11,21,131,"True","2025-02-08 20:30:00","Regular Season",19812,30,"0",0,"0","Joe Mazzulla","away",2.5,230.5,NA,NA,NA,NA,1,1
