"","game_id","team_id","home.away","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","winner","gameDate","gameType","attendance","arenaId","gameLabel","seriesGameNumber","gameSubLabel","coach","whos_favored","spread","total","moneyline_away","moneyline_home","h2_spread","h2_total","id_spread","id_total"
"717","202412090TOR","TOR","home",240,43,96,0.448,13,35,0.371,9,11,0.818,17,34,51,23,4,4,13,16,108,"False","2024-12-09 19:30:00","Regular Season",18284,643,"0",0,"0","Darko Rajakovic","away",7.5,232.5,NA,NA,NA,NA,0,0
"718","202412090TOR","NYK","away",240,42,82,0.512,17,40,0.425,12,19,0.632,6,34,40,32,7,7,10,13,113,"True","2024-12-09 19:30:00","Regular Season",18284,643,"0",0,"0","Tom Thibodeau","away",7.5,232.5,NA,NA,NA,NA,0,0
"719","202412100MIL","MIL","home",240,42,77,0.545,11,30,0.367,19,25,0.76,5,32,37,27,9,6,16,17,114,"True","2024-12-10 19:00:00","Regular Season",17341,642,"Emirates NBA Cup",0,"East Quarterfinal","Doc Rivers","home",8.5,215.5,NA,NA,NA,NA,0,1
"720","202412100MIL","ORL","away",240,41,93,0.441,6,27,0.222,21,27,0.778,15,31,46,19,11,4,14,21,109,"False","2024-12-10 19:00:00","Regular Season",17341,642,"Emirates NBA Cup",0,"East Quarterfinal","Jamahl Mosley","home",8.5,215.5,NA,NA,NA,NA,0,1
"721","202412100OKC","OKC","home",240,46,101,0.455,20,50,0.4,6,7,0.857,17,35,52,29,14,5,14,17,118,"True","2024-12-10 21:30:00","Regular Season",17724,1000052,"Emirates NBA Cup",0,"West Quarterfinal","Mark Daigneault","home",4.5,230.5,NA,NA,NA,NA,1,0
"722","202412100OKC","DAL","away",240,38,80,0.475,15,36,0.417,13,19,0.684,7,37,44,25,10,2,19,12,104,"False","2024-12-10 21:30:00","Regular Season",17724,1000052,"Emirates NBA Cup",0,"West Quarterfinal","Jason Kidd","home",4.5,230.5,NA,NA,NA,NA,1,0
"723","202412110HOU","HOU","home",240,38,83,0.458,6,27,0.222,9,10,0.9,7,29,36,23,10,5,17,14,91,"True","2024-12-11 21:30:00","Regular Season",18055,215,"Emirates NBA Cup",0,"West Quarterfinal","Ime Udoka","home",3.5,220.5,NA,NA,NA,NA,0,0
"724","202412110HOU","GSW","away",240,37,84,0.44,12,38,0.316,4,9,0.444,11,28,39,22,13,8,22,11,90,"False","2024-12-11 21:30:00","Regular Season",18055,215,"Emirates NBA Cup",0,"West Quarterfinal","Steve Kerr","home",3.5,220.5,NA,NA,NA,NA,0,0
"725","202412110NYK","NYK","home",240,40,93,0.43,11,42,0.262,9,15,0.6,12,37,49,27,8,11,15,14,100,"False","2024-12-11 19:00:00","Regular Season",19812,30,"Emirates NBA Cup",0,"East Quarterfinal","Tom Thibodeau","home",8.5,237.5,NA,NA,NA,NA,0,0
"726","202412110NYK","ATL","away",240,43,104,0.413,9,31,0.29,13,20,0.65,22,36,58,27,5,7,11,13,108,"True","2024-12-11 19:00:00","Regular Season",19812,30,"Emirates NBA Cup",0,"East Quarterfinal","Quin Snyder","home",8.5,237.5,NA,NA,NA,NA,0,0
"727","202412120BOS","BOS","home",240,46,90,0.511,20,48,0.417,11,13,0.846,8,43,51,34,6,4,14,9,123,"True","2024-12-12 19:30:00","Regular Season",19156,17,"0",0,"0","Joe Mazzulla","home",11.5,225.5,NA,NA,NA,NA,1,0
"728","202412120BOS","DET","away",240,42,98,0.429,7,37,0.189,8,10,0.8,9,34,43,27,8,4,8,12,99,"False","2024-12-12 19:30:00","Regular Season",19156,17,"0",0,"0","J.B. Bickerstaff","home",11.5,225.5,NA,NA,NA,NA,1,0
"729","202412120MIA","MIA","home",240,40,83,0.482,13,32,0.406,21,32,0.656,11,41,52,21,4,3,17,11,114,"True","2024-12-12 19:30:00","Regular Season",19600,1000100,"0",0,"0","Erik Spoelstra","home",10.5,224.5,NA,NA,NA,NA,0,0
"730","202412120MIA","TOR","away",240,41,92,0.446,11,32,0.344,11,15,0.733,9,33,42,29,8,5,12,24,104,"False","2024-12-12 19:30:00","Regular Season",19600,1000100,"0",0,"0","Darko Rajakovic","home",10.5,224.5,NA,NA,NA,NA,0,0
"731","202412120NOP","NOP","home",240,39,83,0.47,14,37,0.378,17,20,0.85,10,33,43,22,6,4,17,22,109,"False","2024-12-12 20:00:00","Regular Season",15488,160,"0",0,"0","Willie Green","away",6.5,232.5,NA,NA,NA,NA,0,0
"732","202412120NOP","SAC","away",240,37,92,0.402,10,33,0.303,27,29,0.931,17,33,50,24,12,2,11,19,111,"True","2024-12-12 20:00:00","Regular Season",15488,160,"0",0,"0","Mike Brown","away",6.5,232.5,NA,NA,NA,NA,0,0
"733","202412130CHI","CHI","home",240,37,93,0.398,14,51,0.275,21,25,0.84,14,38,52,27,12,11,16,19,109,"True","2024-12-13 20:00:00","Regular Season",19543,66,"0",0,"0","Billy Donovan","home",5.5,232.5,NA,NA,NA,NA,1,0
"734","202412130CHI","CHO","away",240,35,98,0.357,8,46,0.174,17,21,0.81,17,37,54,22,7,5,17,20,95,"False","2024-12-13 20:00:00","Regular Season",19543,66,"0",0,"0","Charles Lee","home",5.5,232.5,NA,NA,NA,NA,1,0
"735","202412130CLE","CLE","home",240,36,91,0.396,15,50,0.3,28,40,0.7,16,34,50,27,10,5,11,14,115,"True","2024-12-13 19:00:00","Regular Season",19432,1000006,"0",0,"0","Kenny Atkinson","home",17.5,232.5,NA,NA,NA,NA,0,0
"736","202412130CLE","WAS","away",240,41,86,0.477,14,40,0.35,9,11,0.818,6,38,44,24,7,7,18,28,105,"False","2024-12-13 19:00:00","Regular Season",19432,1000006,"0",0,"0","Brian Keefe","home",17.5,232.5,NA,NA,NA,NA,0,0
"737","202412130DEN","DEN","home",240,42,77,0.545,10,29,0.345,26,32,0.813,5,41,46,23,15,2,22,16,120,"True","2024-12-13 21:00:00","Regular Season",19779,1000046,"0",0,"0","Michael Malone","home",7.5,227.5,NA,NA,NA,NA,1,0
"738","202412130DEN","LAC","away",240,37,83,0.446,14,41,0.341,10,18,0.556,5,26,31,24,18,2,19,22,98,"False","2024-12-13 21:00:00","Regular Season",19779,1000046,"0",0,"0","Tyronn Lue","home",7.5,227.5,NA,NA,NA,NA,1,0
"739","202412130MEM","MEM","home",240,52,99,0.525,17,36,0.472,14,21,0.667,12,37,49,33,9,4,13,19,135,"True","2024-12-13 20:00:00","Regular Season",15983,242,"0",0,"0","Taylor Jenkins","home",9.5,226.5,NA,NA,NA,NA,1,1
"740","202412130MEM","BRK","away",240,42,92,0.457,20,53,0.377,15,19,0.789,8,33,41,30,9,7,18,20,119,"False","2024-12-13 20:00:00","Regular Season",15983,242,"0",0,"0","Jordi Fernandez","home",9.5,226.5,NA,NA,NA,NA,1,1
"741","202412130MIN","MIN","home",240,35,87,0.402,9,32,0.281,18,24,0.75,11,37,48,18,12,5,14,14,97,"True","2024-12-13 20:00:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",8.5,213.5,NA,NA,NA,NA,1,0
"742","202412130MIN","LAL","away",240,33,86,0.384,10,35,0.286,11,17,0.647,15,38,53,17,7,6,22,21,87,"False","2024-12-13 20:00:00","Regular Season",18978,61,"0",0,"0","JJ Redick","home",8.5,213.5,NA,NA,NA,NA,1,0
"743","202412130PHI","PHI","home",240,37,85,0.435,10,25,0.4,23,32,0.719,15,32,47,18,5,4,15,16,107,"False","2024-12-13 19:00:00","Regular Season",19771,419,"0",0,"0","Nick Nurse","home",6.5,227.5,NA,NA,NA,NA,0,1
"744","202412130PHI","IND","away",240,47,91,0.516,14,38,0.368,13,17,0.765,8,33,41,35,9,4,10,21,121,"True","2024-12-13 19:00:00","Regular Season",19771,419,"0",0,"0","Rick Carlisle","home",6.5,227.5,NA,NA,NA,NA,0,1
"745","202412130POR","POR","home",240,42,82,0.512,16,41,0.39,16,17,0.941,8,28,36,25,9,5,16,22,116,"False","2024-12-13 22:00:00","Regular Season",17025,51,"0",0,"0","Chauncey Billups","away",3.5,226.5,NA,NA,NA,NA,0,1
"746","202412130POR","SAS","away",240,44,85,0.518,14,30,0.467,16,21,0.762,13,28,41,32,5,6,15,13,118,"True","2024-12-13 22:00:00","Regular Season",17025,51,"0",0,"0","Mitch Johnson","away",3.5,226.5,NA,NA,NA,NA,0,1
"747","202412130UTA","UTA","home",240,43,77,0.558,22,39,0.564,18,22,0.818,6,28,34,30,5,6,15,17,126,"False","2024-12-13 21:30:00","Regular Season",18175,1000106,"0",0,"0","Will Hardy","away",6.5,233.5,NA,NA,NA,NA,1,1
"748","202412130UTA","PHO","away",240,47,89,0.528,22,45,0.489,18,20,0.9,9,28,37,36,10,7,8,18,134,"True","2024-12-13 21:30:00","Regular Season",18175,1000106,"0",0,"0","Mike Budenholzer","away",6.5,233.5,NA,NA,NA,NA,1,1
"749","202412140MIL","MIL","home",240,39,86,0.453,14,45,0.311,18,27,0.667,6,41,47,28,8,8,13,27,110,"True","2024-12-14 16:30:00","Regular Season",17113,606,"Emirates NBA Cup",0,"East Semifinal","Doc Rivers","home",3.5,233.5,NA,NA,NA,NA,1,0
"750","202412140MIL","ATL","away",240,35,82,0.427,10,24,0.417,22,34,0.647,7,37,44,23,3,6,13,20,102,"False","2024-12-14 16:30:00","Regular Season",17113,606,"Emirates NBA Cup",0,"East Semifinal","Quin Snyder","home",3.5,233.5,NA,NA,NA,NA,1,0
"751","202412140OKC","OKC","home",240,36,80,0.45,11,30,0.367,28,32,0.875,4,39,43,19,12,4,12,24,111,"True","2024-12-14 20:30:00","Regular Season",17937,606,"Emirates NBA Cup",0,"West Semifinal","Mark Daigneault","home",5.5,214.5,NA,NA,NA,NA,1,0
"752","202412140OKC","HOU","away",240,35,96,0.365,11,46,0.239,15,25,0.6,19,30,49,17,7,3,16,25,96,"False","2024-12-14 20:30:00","Regular Season",17937,606,"Emirates NBA Cup",0,"West Semifinal","Ime Udoka","home",5.5,214.5,NA,NA,NA,NA,1,0
"753","202412150GSW","GSW","home",240,49,103,0.476,27,54,0.5,8,11,0.727,15,22,37,39,8,2,10,17,133,"False","2024-12-15 20:30:00","Regular Season",18064,1000011,"0",0,"0","Steve Kerr","home",1.5,228.5,NA,NA,NA,NA,0,1
"754","202412150GSW","DAL","away",240,52,87,0.598,21,41,0.512,18,25,0.72,10,37,47,36,8,5,16,12,143,"True","2024-12-15 20:30:00","Regular Season",18064,1000011,"0",0,"0","Jason Kidd","home",1.5,228.5,NA,NA,NA,NA,0,1
"755","202412150IND","IND","home",240,41,81,0.506,16,38,0.421,21,24,0.875,7,36,43,33,10,9,17,21,119,"True","2024-12-15 17:00:00","Regular Season",16792,1000063,"0",0,"0","Rick Carlisle","home",7.5,230.5,NA,NA,NA,NA,1,0
"756","202412150IND","NOP","away",240,38,97,0.392,10,33,0.303,18,23,0.783,19,30,49,18,11,4,18,19,104,"False","2024-12-15 17:00:00","Regular Season",16792,1000063,"0",0,"0","Willie Green","home",7.5,230.5,NA,NA,NA,NA,1,0
"757","202412150LAL","LAL","home",240,39,82,0.476,10,34,0.294,28,39,0.718,10,34,44,23,10,7,23,27,116,"True","2024-12-15 21:30:00","Regular Season",15106,1000069,"0",0,"0","JJ Redick","away",2.5,237.5,NA,NA,NA,NA,0,0
"758","202412150LAL","MEM","away",240,38,97,0.392,9,28,0.321,25,30,0.833,17,33,50,25,10,3,21,31,110,"False","2024-12-15 21:30:00","Regular Season",15106,1000069,"0",0,"0","Taylor Jenkins","away",2.5,237.5,NA,NA,NA,NA,0,0
"759","202412150ORL","ORL","home",240,36,86,0.419,9,30,0.3,10,13,0.769,10,29,39,24,8,10,15,26,91,"False","2024-12-15 18:00:00","Regular Season",17029,1000125,"0",0,"0","Jamahl Mosley","away",4.5,213.5,NA,NA,NA,NA,1,0
"760","202412150ORL","NYK","away",240,33,71,0.465,10,24,0.417,24,30,0.8,7,38,45,20,8,3,19,16,100,"True","2024-12-15 18:00:00","Regular Season",17029,1000125,"0",0,"0","Tom Thibodeau","away",4.5,213.5,NA,NA,NA,NA,1,0
"761","202412150PHO","PHO","home",240,43,89,0.483,15,39,0.385,15,19,0.789,12,34,46,23,7,2,11,13,116,"True","2024-12-15 20:00:00","Regular Season",17071,1000051,"0",0,"0","Mike Budenholzer","home",11.5,230.5,NA,NA,NA,NA,0,0
"762","202412150PHO","POR","away",240,42,94,0.447,15,49,0.306,10,13,0.769,12,36,48,30,6,4,13,22,109,"False","2024-12-15 20:00:00","Regular Season",17071,1000051,"0",0,"0","Chauncey Billups","home",11.5,230.5,NA,NA,NA,NA,0,0
"763","202412150SAS","SAS","home",240,37,91,0.407,11,45,0.244,7,9,0.778,12,38,50,34,6,8,19,18,92,"False","2024-12-15 19:00:00","Regular Season",16816,1000118,"0",0,"0","Mitch Johnson","away",4.5,214.5,NA,NA,NA,NA,1,0
"764","202412150SAS","MIN","away",240,40,100,0.4,12,35,0.343,14,16,0.875,14,37,51,26,11,4,12,13,106,"True","2024-12-15 19:00:00","Regular Season",16816,1000118,"0",0,"0","Chris Finch","away",4.5,214.5,NA,NA,NA,NA,1,0
"765","202412150WAS","WAS","home",240,40,99,0.404,13,40,0.325,5,8,0.625,17,34,51,22,10,7,16,25,98,"False","2024-12-15 18:00:00","Regular Season",16227,77,"0",0,"0","Brian Keefe","away",17.5,233.5,NA,NA,NA,NA,0,0
"766","202412150WAS","BOS","away",240,40,93,0.43,18,46,0.391,14,24,0.583,16,40,56,26,11,5,18,15,112,"True","2024-12-15 18:00:00","Regular Season",16227,77,"0",0,"0","Joe Mazzulla","away",17.5,233.5,NA,NA,NA,NA,0,0
"767","202412160BRK","BRK","home",240,34,81,0.42,14,34,0.412,19,24,0.792,9,26,35,25,11,2,22,28,101,"False","2024-12-16 19:30:00","Regular Season",16588,461,"0",0,"0","Jordi Fernandez","away",10.5,215.5,NA,NA,NA,NA,1,1
"768","202412160BRK","CLE","away",240,43,81,0.531,19,47,0.404,25,29,0.862,12,30,42,33,14,6,17,19,130,"True","2024-12-16 19:30:00","Regular Season",16588,461,"0",0,"0","Kenny Atkinson","away",10.5,215.5,NA,NA,NA,NA,1,1
"769","202412160CHO","CHO","home",240,42,83,0.506,12,38,0.316,12,21,0.571,9,29,38,30,12,8,20,27,108,"False","2024-12-16 19:00:00","Regular Season",14677,9,"0",0,"0","Charles Lee","away",2.5,219.5,NA,NA,NA,NA,1,1
"770","202412160CHO","PHI","away",240,41,80,0.513,16,38,0.421,23,30,0.767,9,33,42,21,14,4,20,20,121,"True","2024-12-16 19:00:00","Regular Season",14677,9,"0",0,"0","Nick Nurse","away",2.5,219.5,NA,NA,NA,NA,1,1
"771","202412160DET","DET","home",265,44,90,0.489,20,40,0.5,17,23,0.739,7,45,52,32,8,4,22,24,125,"True","2024-12-16 19:00:00","Regular Season",17810,624,"0",0,"0","J.B. Bickerstaff","away",4.5,218.5,NA,NA,NA,NA,0,1
"772","202412160DET","MIA","away",265,45,99,0.455,12,43,0.279,22,24,0.917,9,35,44,30,16,2,13,19,124,"False","2024-12-16 19:00:00","Regular Season",17810,624,"0",0,"0","Erik Spoelstra","away",4.5,218.5,NA,NA,NA,NA,0,1
"773","202412160LAC","LAC","home",240,49,82,0.598,21,39,0.538,25,32,0.781,7,34,41,28,13,6,16,20,144,"True","2024-12-16 22:30:00","Regular Season",14651,1000137,"0",0,"0","Tyronn Lue","home",7.5,221.5,NA,NA,NA,NA,1,1
"774","202412160LAC","UTA","away",240,36,80,0.45,13,39,0.333,22,30,0.733,10,25,35,22,8,3,23,20,107,"False","2024-12-16 22:30:00","Regular Season",14651,1000137,"0",0,"0","Will Hardy","home",7.5,221.5,NA,NA,NA,NA,1,1
"775","202412160SAC","SAC","home",240,49,102,0.48,12,35,0.343,19,20,0.95,11,31,42,28,10,9,11,23,129,"False","2024-12-16 22:00:00","Regular Season",16936,609,"0",0,"0","Mike Brown","home",1.5,237.5,NA,NA,NA,NA,0,1
"776","202412160SAC","DEN","away",240,51,102,0.5,10,28,0.357,18,24,0.75,15,40,55,38,9,4,15,18,130,"True","2024-12-16 22:00:00","Regular Season",16936,609,"0",0,"0","Michael Malone","home",1.5,237.5,NA,NA,NA,NA,0,1
"777","202412160TOR","TOR","home",240,45,92,0.489,9,26,0.346,22,30,0.733,10,34,44,28,7,6,18,21,121,"False","2024-12-16 19:30:00","Regular Season",16324,643,"0",0,"0","Darko Rajakovic","away",1.5,239.5,NA,NA,NA,NA,0,1
"778","202412160TOR","CHI","away",240,43,93,0.462,14,40,0.35,22,28,0.786,8,33,41,33,12,8,12,23,122,"True","2024-12-16 19:30:00","Regular Season",16324,643,"0",0,"0","Billy Donovan","away",1.5,239.5,NA,NA,NA,NA,0,1
"779","202412170OKC","OKC","home",240,29,86,0.337,5,32,0.156,18,22,0.818,7,36,43,13,10,5,10,14,81,"False","2024-12-17 20:30:00","Regular Season",18519,606,"Emirates NBA Cup",0,"Championship","Mark Daigneault","home",5.5,214.5,NA,NA,NA,NA,0,0
"780","202412170OKC","MIL","away",240,34,81,0.42,17,40,0.425,12,18,0.667,9,43,52,25,6,4,19,20,97,"True","2024-12-17 20:30:00","Regular Season",18519,606,"Emirates NBA Cup",0,"Championship","Doc Rivers","home",5.5,214.5,NA,NA,NA,NA,0,0
"781","202412190BOS","BOS","home",240,38,97,0.392,14,56,0.25,18,21,0.857,11,34,45,21,6,8,4,13,108,"False","2024-12-19 19:30:00","Regular Season",19156,17,"0",0,"0","Joe Mazzulla","home",14.5,241.5,NA,NA,NA,NA,0,0
"782","202412190BOS","CHI","away",240,42,94,0.447,19,52,0.365,14,16,0.875,11,45,56,23,2,2,12,19,117,"True","2024-12-19 19:30:00","Regular Season",19156,17,"0",0,"0","Billy Donovan","home",14.5,241.5,NA,NA,NA,NA,0,0
"783","202412190DAL","DAL","home",240,34,86,0.395,7,30,0.233,20,28,0.714,8,32,40,21,9,5,13,13,95,"False","2024-12-19 20:30:00","Regular Season",20044,193,"0",0,"0","Jason Kidd","home",1.5,216.5,NA,NA,NA,NA,0,0
"784","202412190DAL","LAC","away",240,44,85,0.518,14,33,0.424,16,17,0.941,8,39,47,30,9,3,15,20,118,"True","2024-12-19 20:30:00","Regular Season",20044,193,"0",0,"0","Tyronn Lue","home",1.5,216.5,NA,NA,NA,NA,0,0
"785","202412190DET","DET","home",240,46,105,0.438,13,47,0.277,14,18,0.778,13,26,39,26,10,8,10,25,119,"False","2024-12-19 19:00:00","Regular Season",18022,624,"0",0,"0","J.B. Bickerstaff","home",4.5,227.5,NA,NA,NA,NA,0,1
"786","202412190DET","UTA","away",240,39,83,0.47,20,40,0.5,28,31,0.903,15,47,62,23,5,8,27,19,126,"True","2024-12-19 19:00:00","Regular Season",18022,624,"0",0,"0","Will Hardy","home",4.5,227.5,NA,NA,NA,NA,0,1
"787","202412190HOU","HOU","home",240,50,87,0.575,17,39,0.436,16,19,0.842,6,36,42,34,7,6,12,20,133,"True","2024-12-19 20:00:00","Regular Season",18055,215,"0",0,"0","Ime Udoka","home",9.5,218.5,NA,NA,NA,NA,1,1
"788","202412190HOU","NOP","away",240,41,92,0.446,13,28,0.464,18,25,0.72,11,26,37,25,6,2,12,22,113,"False","2024-12-19 20:00:00","Regular Season",18055,215,"0",0,"0","Willie Green","home",9.5,218.5,NA,NA,NA,NA,1,1
"789","202412190MEM","MEM","home",240,53,98,0.541,27,48,0.563,11,15,0.733,15,45,60,38,11,8,17,19,144,"True","2024-12-19 20:00:00","Regular Season",17729,242,"0",0,"0","Taylor Jenkins","home",1.5,238.5,NA,NA,NA,NA,1,0
"790","202412190MEM","GSW","away",240,32,90,0.356,12,36,0.333,17,24,0.708,10,26,36,20,11,5,18,16,93,"False","2024-12-19 20:00:00","Regular Season",17729,242,"0",0,"0","Steve Kerr","home",1.5,238.5,NA,NA,NA,NA,1,0
"791","202412190MIN","MIN","home",240,41,89,0.461,17,42,0.405,8,13,0.615,6,31,37,29,10,5,13,15,107,"False","2024-12-19 21:30:00","Regular Season",18978,61,"0",0,"0","Chris Finch","home",3.5,213.5,NA,NA,NA,NA,0,1
"792","202412190MIN","NYK","away",240,50,97,0.515,20,45,0.444,13,16,0.813,16,41,57,39,10,2,15,12,133,"True","2024-12-19 21:30:00","Regular Season",18978,61,"0",0,"0","Tom Thibodeau","home",3.5,213.5,NA,NA,NA,NA,0,1
"793","202412190ORL","ORL","home",240,35,78,0.449,11,35,0.314,18,25,0.72,10,30,40,25,6,6,20,16,99,"False","2024-12-19 19:00:00","Regular Season",18896,1000125,"0",0,"0","Jamahl Mosley","away",6.5,208.5,NA,NA,NA,NA,0,0
"794","202412190ORL","OKC","away",240,40,83,0.482,10,31,0.323,15,16,0.938,4,28,32,23,15,6,13,20,105,"True","2024-12-19 19:00:00","Regular Season",18896,1000125,"0",0,"0","Mark Daigneault","away",6.5,208.5,NA,NA,NA,NA,0,0
"795","202412190PHO","PHO","home",240,40,82,0.488,9,30,0.3,22,28,0.786,7,37,44,28,6,4,16,20,111,"False","2024-12-19 21:00:00","Regular Season",17071,1000051,"0",0,"0","Mike Budenholzer","home",6.5,236.5,NA,NA,NA,NA,0,0
"796","202412190PHO","IND","away",240,39,89,0.438,16,41,0.39,26,31,0.839,9,38,47,30,9,7,9,21,120,"True","2024-12-19 21:00:00","Regular Season",17071,1000051,"0",0,"0","Rick Carlisle","home",6.5,236.5,NA,NA,NA,NA,0,0
"797","202412190POR","POR","home",240,45,97,0.464,16,46,0.348,20,24,0.833,15,30,45,29,7,7,10,18,126,"True","2024-12-19 22:00:00","Regular Season",16753,51,"0",0,"0","Chauncey Billups","away",8.5,234.5,NA,NA,NA,NA,0,1
"798","202412190POR","DEN","away",240,47,87,0.54,15,34,0.441,15,21,0.714,8,32,40,35,7,3,11,20,124,"False","2024-12-19 22:00:00","Regular Season",16753,51,"0",0,"0","Michael Malone","away",8.5,234.5,NA,NA,NA,NA,0,1
"799","202412190SAC","SAC","home",240,37,82,0.451,11,29,0.379,15,22,0.682,4,39,43,27,7,6,16,20,100,"False","2024-12-19 22:00:00","Regular Season",17832,609,"0",0,"0","Mike Brown","home",4.5,230.5,NA,NA,NA,NA,0,0
"800","202412190SAC","LAL","away",240,38,94,0.404,12,33,0.364,25,30,0.833,14,39,53,22,8,10,13,16,113,"True","2024-12-19 22:00:00","Regular Season",17832,609,"0",0,"0","JJ Redick","home",4.5,230.5,NA,NA,NA,NA,0,0
"801","202412190SAS","SAS","home",265,49,101,0.485,19,42,0.452,16,23,0.696,8,34,42,32,15,8,17,15,133,"True","2024-12-19 20:00:00","Regular Season",17852,1000118,"0",0,"0","Mitch Johnson","home",1.5,233.5,NA,NA,NA,NA,1,1
"802","202412190SAS","ATL","away",265,46,97,0.474,16,38,0.421,18,21,0.857,12,41,53,32,14,6,23,22,126,"False","2024-12-19 20:00:00","Regular Season",17852,1000118,"0",0,"0","Quin Snyder","home",1.5,233.5,NA,NA,NA,NA,1,1
"803","202412190TOR","TOR","home",240,34,86,0.395,15,44,0.341,11,14,0.786,10,24,34,26,6,4,12,29,94,"False","2024-12-19 19:30:00","Regular Season",19214,643,"0",0,"0","Darko Rajakovic","home",2.5,218.5,NA,NA,NA,NA,0,0
"804","202412190TOR","BRK","away",240,33,82,0.402,9,39,0.231,26,31,0.839,15,38,53,18,3,6,17,21,101,"True","2024-12-19 19:30:00","Regular Season",19214,643,"0",0,"0","Jordi Fernandez","home",2.5,218.5,NA,NA,NA,NA,0,0
"805","202412190WAS","WAS","home",240,41,83,0.494,17,42,0.405,24,31,0.774,12,40,52,33,5,8,18,18,123,"True","2024-12-19 19:00:00","Regular Season",15256,77,"0",0,"0","Brian Keefe","away",3.5,226.5,NA,NA,NA,NA,0,1
"806","202412190WAS","CHO","away",240,43,106,0.406,8,43,0.186,20,27,0.741,22,30,52,30,12,2,8,21,114,"False","2024-12-19 19:00:00","Regular Season",15256,77,"0",0,"0","Charles Lee","away",3.5,226.5,NA,NA,NA,NA,0,1
"807","202412200CLE","CLE","home",240,46,91,0.505,20,47,0.426,12,14,0.857,9,39,48,30,11,0,18,10,124,"True","2024-12-20 19:30:00","Regular Season",19432,1000006,"0",0,"0","Kenny Atkinson","home",8.5,220.5,NA,NA,NA,NA,1,1
"808","202412200CLE","MIL","away",240,40,85,0.471,10,27,0.37,11,18,0.611,10,35,45,23,14,4,20,17,101,"False","2024-12-20 19:30:00","Regular Season",19432,1000006,"0",0,"0","Doc Rivers","home",8.5,220.5,NA,NA,NA,NA,1,1
"809","202412200MIA","MIA","home",240,36,83,0.434,12,40,0.3,13,20,0.65,7,34,41,20,9,3,19,16,97,"False","2024-12-20 20:00:00","Regular Season",19801,1000100,"0",0,"0","Erik Spoelstra","away",1.5,217.5,NA,NA,NA,NA,1,0
"810","202412200MIA","OKC","away",240,39,86,0.453,14,34,0.412,12,17,0.706,12,36,48,24,8,5,14,17,104,"True","2024-12-20 20:00:00","Regular Season",19801,1000100,"0",0,"0","Mark Daigneault","away",1.5,217.5,NA,NA,NA,NA,1,0
"811","202412200PHI","PHI","home",240,41,83,0.494,12,33,0.364,14,18,0.778,11,28,39,30,14,6,15,21,108,"True","2024-12-20 19:00:00","Regular Season",20291,419,"0",0,"0","Nick Nurse","home",13.5,212.5,NA,NA,NA,NA,0,0
"812","202412200PHI","CHO","away",240,36,78,0.462,10,31,0.323,16,21,0.762,13,31,44,22,7,4,17,19,98,"False","2024-12-20 19:00:00","Regular Season",20291,419,"0",0,"0","Charles Lee","home",13.5,212.5,NA,NA,NA,NA,0,0
"813","202412210ATL","ATL","home",240,39,80,0.488,14,38,0.368,20,24,0.833,6,35,41,29,11,6,25,14,112,"False","2024-12-21 19:30:00","Regular Season",16909,650,"0",0,"0","Quin Snyder","away",1.5,233.5,NA,NA,NA,NA,1,1
"814","202412210ATL","MEM","away",240,50,97,0.515,18,41,0.439,10,13,0.769,8,32,40,35,13,1,18,22,128,"True","2024-12-21 19:30:00","Regular Season",16909,650,"0",0,"0","Taylor Jenkins","away",1.5,233.5,NA,NA,NA,NA,1,1
"815","202412210BRK","BRK","home",240,38,94,0.404,7,40,0.175,11,12,0.917,16,34,50,24,9,3,19,17,94,"False","2024-12-21 19:30:00","Regular Season",17926,461,"0",0,"0","Jordi Fernandez","home",1.5,220.5,NA,NA,NA,NA,0,0
"816","202412210BRK","UTA","away",240,41,86,0.477,14,41,0.341,9,17,0.529,10,35,45,25,11,8,18,16,105,"True","2024-12-21 19:30:00","Regular Season",17926,461,"0",0,"0","Will Hardy","home",1.5,220.5,NA,NA,NA,NA,0,0
"817","202412210CHI","CHI","home",240,37,98,0.378,14,41,0.341,10,11,0.909,10,33,43,28,8,4,13,14,98,"False","2024-12-21 20:00:00","Regular Season",19803,66,"0",0,"0","Billy Donovan","away",12.5,239.5,NA,NA,NA,NA,1,0
"818","202412210CHI","BOS","away",240,48,100,0.48,15,45,0.333,12,14,0.857,17,42,59,27,8,4,12,12,123,"True","2024-12-21 20:00:00","Regular Season",19803,66,"0",0,"0","Joe Mazzulla","away",12.5,239.5,NA,NA,NA,NA,1,0
"819","202412210CLE","CLE","home",240,48,90,0.533,22,43,0.512,8,15,0.533,13,36,49,31,8,1,13,18,126,"True","2024-12-21 20:00:00","Regular Season",19432,1000006,"0",0,"0","Kenny Atkinson","home",9.5,221.5,NA,NA,NA,NA,1,1
"820","202412210CLE","PHI","away",240,34,85,0.4,11,34,0.324,20,27,0.741,11,30,41,13,7,3,13,16,99,"False","2024-12-21 20:00:00","Regular Season",19432,1000006,"0",0,"0","Nick Nurse","home",9.5,221.5,NA,NA,NA,NA,1,1
