"","gameid","date","type","teamid","team","home","away","MIN","PTS","FGM","FGA","FG.","X3PM","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","TOV","STL","BLK","PF","X...","win","season","at.home","div","opponent"
"2023",22300983,"2024-03-18","regular",1610612739,"CLE","IND","CLE",48,108,38,80,47.5,12,32,37.5,20,28,71.4,9,30,39,27,14,8,4,18,5,"Yes",2024,FALSE,"East","IND"
"2024",22300983,"2024-03-18","regular",1610612754,"IND","IND","CLE",48,103,42,91,46.2,9,38,23.7,10,16,62.5,14,31,45,28,11,8,3,24,-5,"No",2024,TRUE,"East","CLE"
"2025",22300984,"2024-03-18","regular",1610612738,"BOS","BOS","DET",48,119,43,95,45.3,22,49,44.9,11,13,84.6,15,38,53,30,11,8,8,9,25,"Yes",2024,TRUE,"East","DET"
"2026",22300984,"2024-03-18","regular",1610612765,"DET","BOS","DET",48,94,36,84,42.9,9,29,31,13,15,86.7,8,35,43,21,13,6,3,15,-25,"No",2024,FALSE,"East","BOS"
"2027",22300985,"2024-03-18","regular",1610612748,"MIA","PHI","MIA",48,91,35,89,39.3,12,33,36.4,9,14,64.3,11,38,49,23,15,8,3,13,-7,"No",2024,FALSE,"East","PHI"
"2028",22300985,"2024-03-18","regular",1610612755,"PHI","PHI","MIA",48,98,37,85,43.5,13,36,36.1,11,12,91.7,7,39,46,23,12,7,12,16,7,"Yes",2024,TRUE,"East","MIA"
"2029",22300986,"2024-03-18","regular",1610612741,"CHI","CHI","POR",48,110,41,93,44.1,11,33,33.3,17,21,81,13,27,40,26,9,9,5,21,3,"Yes",2024,TRUE,"East","POR"
"2030",22300986,"2024-03-18","regular",1610612757,"POR","CHI","POR",48,107,40,88,45.5,8,28,28.6,19,25,76,13,30,43,21,13,7,5,24,-3,"No",2024,FALSE,"West","CHI"
"2031",22300987,"2024-03-18","regular",1610612750,"MIN","UTA","MIN",48,114,44,91,48.4,16,41,39,10,12,83.3,12,23,35,27,9,9,9,15,10,"Yes",2024,FALSE,"West","UTA"
"2032",22300987,"2024-03-18","regular",1610612762,"UTA","UTA","MIN",48,104,39,84,46.4,14,32,43.8,12,14,85.7,14,33,47,25,17,6,3,13,-10,"No",2024,TRUE,"West","MIN"
"2033",22300988,"2024-03-18","regular",1610612744,"GSW","GSW","NYK",48,112,42,88,47.7,14,36,38.9,14,18,77.8,12,27,39,29,13,7,5,16,-7,"No",2024,TRUE,"West","NYK"
"2034",22300988,"2024-03-18","regular",1610612752,"NYK","GSW","NYK",48,119,44,91,48.4,14,37,37.8,17,20,85,14,30,44,29,13,6,1,17,7,"Yes",2024,FALSE,"East","GSW"
"2035",22300989,"2024-03-18","regular",1610612763,"MEM","SAC","MEM",53,111,37,98,37.8,13,38,34.2,24,30,80,15,34,49,22,14,13,7,23,-10,"No",2024,FALSE,"West","SAC"
"2036",22300989,"2024-03-18","regular",1610612758,"SAC","SAC","MEM",53,121,42,94,44.7,11,35,31.4,26,32,81.3,15,44,59,30,19,7,10,25,10,"Yes",2024,TRUE,"West","MEM"
"2037",22300990,"2024-03-18","regular",1610612737,"ATL","LAL","ATL",48,105,42,98,42.9,9,41,22,12,15,80,12,30,42,32,9,8,5,14,-31,"No",2024,FALSE,"East","LAL"
"2038",22300990,"2024-03-18","regular",1610612747,"LAL","LAL","ATL",48,136,52,90,57.8,15,36,41.7,17,20,85,4,44,48,39,9,6,4,15,31,"Yes",2024,TRUE,"West","ATL"
"2039",22300991,"2024-03-19","regular",1610612766,"CHA","ORL","CHA",48,92,38,79,48.1,9,29,31,7,9,77.8,4,26,30,19,17,8,1,13,-20,"No",2024,FALSE,"East","ORL"
"2040",22300991,"2024-03-19","regular",1610612753,"ORL","ORL","CHA",48,112,44,81,54.3,12,34,35.3,12,13,92.3,10,31,41,32,18,10,6,10,20,"Yes",2024,TRUE,"East","CHA"
"2041",22300992,"2024-03-19","regular",1610612745,"HOU","WAS","HOU",48,137,47,91,51.6,13,39,33.3,30,36,83.3,12,35,47,25,7,6,11,15,23,"Yes",2024,FALSE,"West","WAS"
"2042",22300992,"2024-03-19","regular",1610612764,"WAS","WAS","HOU",48,114,42,98,42.9,15,39,38.5,15,20,75,17,27,44,24,11,6,2,27,-23,"No",2024,TRUE,"East","HOU"
"2043",22300993,"2024-03-19","regular",1610612751,"BKN","BKN","NOP",48,91,31,84,36.9,12,40,30,17,22,77.3,14,28,42,19,14,6,4,13,-13,"No",2024,TRUE,"East","NOP"
"2044",22300993,"2024-03-19","regular",1610612740,"NOP","BKN","NOP",48,104,42,83,50.6,10,34,29.4,10,13,76.9,11,37,48,29,14,7,5,19,13,"Yes",2024,FALSE,"West","BKN"
"2045",22300994,"2024-03-19","regular",1610612742,"DAL","SAS","DAL",48,113,44,91,48.4,10,30,33.3,15,17,88.2,3,37,40,31,9,6,3,18,6,"Yes",2024,FALSE,"West","SAS"
"2046",22300994,"2024-03-19","regular",1610612759,"SAS","SAS","DAL",48,107,39,89,43.8,14,39,35.9,15,21,71.4,9,39,48,31,16,6,10,14,-6,"No",2024,TRUE,"West","DAL"
"2047",22300995,"2024-03-19","regular",1610612743,"DEN","MIN","DEN",48,115,42,81,51.9,14,27,51.9,17,22,77.3,11,38,49,26,17,5,1,19,3,"Yes",2024,FALSE,"West","MIN"
"2048",22300995,"2024-03-19","regular",1610612750,"MIN","MIN","DEN",48,112,42,88,47.7,12,35,34.3,16,23,69.6,8,29,37,25,7,10,7,16,-3,"No",2024,TRUE,"West","DEN"
"2049",22300996,"2024-03-20","regular",1610612739,"CLE","CLE","MIA",48,104,35,75,46.7,15,42,35.7,19,22,86.4,6,31,37,30,12,3,2,19,-3,"No",2024,TRUE,"East","MIA"
"2050",22300996,"2024-03-20","regular",1610612748,"MIA","CLE","MIA",48,107,38,83,45.8,13,36,36.1,18,19,94.7,7,30,37,19,8,7,2,20,3,"Yes",2024,FALSE,"East","CLE"
"2051",22300997,"2024-03-20","regular",1610612765,"DET","DET","IND",48,103,37,90,41.1,5,23,21.7,24,30,80,12,34,46,23,15,8,1,14,-19,"No",2024,TRUE,"East","IND"
"2052",22300997,"2024-03-20","regular",1610612754,"IND","DET","IND",48,122,50,88,56.8,11,29,37.9,11,18,61.1,5,35,40,38,13,13,6,16,19,"Yes",2024,FALSE,"East","DET"
"2053",22300998,"2024-03-20","regular",1610612738,"BOS","BOS","MIL",48,122,40,85,47.1,18,40,45,24,29,82.8,11,26,37,25,9,6,5,18,3,"Yes",2024,TRUE,"East","MIL"
"2054",22300998,"2024-03-20","regular",1610612749,"MIL","BOS","MIL",48,119,45,84,53.6,17,35,48.6,12,14,85.7,9,32,41,20,15,3,6,25,-3,"No",2024,FALSE,"East","BOS"
"2055",22300999,"2024-03-20","regular",1610612758,"SAC","TOR","SAC",48,123,48,93,51.6,12,40,30,15,18,83.3,18,35,53,32,16,14,6,16,34,"Yes",2024,FALSE,"West","TOR"
"2056",22300999,"2024-03-20","regular",1610612761,"TOR","TOR","SAC",48,89,33,80,41.3,10,31,32.3,13,18,72.2,11,20,31,21,22,11,3,15,-34,"No",2024,TRUE,"East","SAC"
"2057",22301000,"2024-03-20","regular",1610612760,"OKC","OKC","UTA",48,119,43,88,48.9,10,34,29.4,23,29,79.3,10,35,45,29,10,10,7,16,12,"Yes",2024,TRUE,"West","UTA"
"2058",22301000,"2024-03-20","regular",1610612762,"UTA","OKC","UTA",48,107,40,90,44.4,10,36,27.8,17,18,94.4,11,36,47,20,16,6,5,22,-12,"No",2024,FALSE,"West","OKC"
"2059",22301001,"2024-03-20","regular",1610612744,"GSW","GSW","MEM",48,137,58,100,58,19,39,48.7,2,6,33.3,13,35,48,43,7,6,5,17,21,"Yes",2024,TRUE,"West","MEM"
"2060",22301001,"2024-03-20","regular",1610612763,"MEM","GSW","MEM",48,116,42,96,43.8,18,49,36.7,14,18,77.8,16,29,45,29,12,4,3,15,-21,"No",2024,FALSE,"West","GSW"
"2061",22301002,"2024-03-20","regular",1610612755,"PHI","PHX","PHI",48,102,41,95,43.2,13,37,35.1,7,18,38.9,13,27,40,33,11,12,7,12,-13,"No",2024,FALSE,"East","PHX"
"2062",22301002,"2024-03-20","regular",1610612756,"PHX","PHX","PHI",48,115,45,90,50,19,39,48.7,6,8,75,14,41,55,34,23,7,12,18,13,"Yes",2024,TRUE,"West","PHI"
"2063",22301003,"2024-03-20","regular",1610612746,"LAC","POR","LAC",48,116,45,86,52.3,13,31,41.9,13,15,86.7,8,34,42,29,12,15,7,13,13,"Yes",2024,FALSE,"West","POR"
"2064",22301003,"2024-03-20","regular",1610612757,"POR","POR","LAC",48,103,39,81,48.1,15,34,44.1,10,15,66.7,8,30,38,21,17,6,4,16,-13,"No",2024,TRUE,"West","LAC"
"2065",22301004,"2024-03-21","regular",1610612740,"NOP","ORL","NOP",48,106,42,78,53.8,6,20,30,16,21,76.2,3,30,33,24,19,11,1,18,-15,"No",2024,FALSE,"West","ORL"
"2066",22301004,"2024-03-21","regular",1610612753,"ORL","ORL","NOP",48,121,47,86,54.7,14,36,38.9,13,19,68.4,10,30,40,33,16,12,4,16,15,"Yes",2024,TRUE,"East","NOP"
"2067",22301005,"2024-03-21","regular",1610612758,"SAC","WAS","SAC",48,102,37,86,43,11,39,28.2,17,19,89.5,10,27,37,21,15,12,7,20,-7,"No",2024,FALSE,"West","WAS"
"2068",22301005,"2024-03-21","regular",1610612764,"WAS","WAS","SAC",48,109,41,81,50.6,10,25,40,17,23,73.9,10,35,45,20,20,9,3,19,7,"Yes",2024,TRUE,"East","SAC"
"2069",22301006,"2024-03-21","regular",1610612741,"CHI","HOU","CHI",48,117,42,93,45.2,12,31,38.7,21,25,84,12,31,43,23,11,8,3,17,-10,"No",2024,FALSE,"East","HOU"
"2070",22301006,"2024-03-21","regular",1610612745,"HOU","HOU","CHI",48,127,47,93,50.5,17,45,37.8,16,20,80,13,36,49,27,16,7,6,21,10,"Yes",2024,TRUE,"West","CHI"
"2071",22301007,"2024-03-21","regular",1610612751,"BKN","MIL","BKN",48,108,41,92,44.6,13,44,29.5,13,16,81.3,15,34,49,29,14,7,1,12,-7,"No",2024,FALSE,"East","MIL"
"2072",22301007,"2024-03-21","regular",1610612749,"MIL","MIL","BKN",48,115,43,91,47.3,16,41,39,13,15,86.7,11,29,40,27,10,5,4,17,7,"Yes",2024,TRUE,"East","BKN"
"2073",22301008,"2024-03-21","regular",1610612742,"DAL","DAL","UTA",48,113,43,86,50,10,32,31.3,17,28,60.7,11,32,43,33,13,12,3,20,16,"Yes",2024,TRUE,"West","UTA"
"2074",22301008,"2024-03-21","regular",1610612762,"UTA","DAL","UTA",48,97,38,83,45.8,4,30,13.3,17,19,89.5,5,33,38,29,18,6,3,23,-16,"No",2024,FALSE,"West","DAL"
"2075",22301009,"2024-03-21","regular",1610612743,"DEN","DEN","NYK",48,113,45,84,53.6,6,20,30,17,20,85,9,33,42,31,10,5,4,14,13,"Yes",2024,TRUE,"West","NYK"
"2076",22301009,"2024-03-21","regular",1610612752,"NYK","DEN","NYK",48,100,38,79,48.1,11,31,35.5,13,17,76.5,4,27,31,28,10,6,6,18,-13,"No",2024,FALSE,"East","DEN"
"2077",22301010,"2024-03-21","regular",1610612737,"ATL","PHX","ATL",48,115,40,91,44,12,35,34.3,23,29,79.3,12,24,36,27,11,11,3,23,-13,"No",2024,FALSE,"East","PHX"
"2078",22301010,"2024-03-21","regular",1610612756,"PHX","PHX","ATL",48,128,41,74,55.4,22,41,53.7,24,27,88.9,7,31,38,28,17,4,11,19,13,"Yes",2024,TRUE,"West","ATL"
"2079",22301011,"2024-03-22","regular",1610612738,"BOS","DET","BOS",48,129,47,89,52.8,16,45,35.6,19,27,70.4,8,27,35,31,7,9,5,15,27,"Yes",2024,FALSE,"East","DET"
"2080",22301011,"2024-03-22","regular",1610612765,"DET","DET","BOS",48,102,42,83,50.6,9,31,29,9,13,69.2,8,34,42,25,19,4,1,23,-27,"No",2024,TRUE,"East","BOS"
"2081",22301012,"2024-03-22","regular",1610612760,"OKC","TOR","OKC",48,123,48,95,50.5,12,32,37.5,15,19,78.9,13,33,46,27,16,17,5,20,20,"Yes",2024,FALSE,"West","TOR"
"2082",22301012,"2024-03-22","regular",1610612761,"TOR","TOR","OKC",48,103,40,76,52.6,11,30,36.7,12,17,70.6,5,31,36,34,27,12,3,18,-20,"No",2024,TRUE,"East","OKC"
"2083",22301013,"2024-03-22","regular",1610612748,"MIA","MIA","NOP",48,88,31,86,36,13,47,27.7,13,15,86.7,7,27,34,22,6,3,4,9,-23,"No",2024,TRUE,"East","NOP"
"2084",22301013,"2024-03-22","regular",1610612740,"NOP","MIA","NOP",48,111,42,82,51.2,18,36,50,9,12,75,12,44,56,25,13,3,2,13,23,"Yes",2024,FALSE,"West","MIA"
"2085",22301014,"2024-03-22","regular",1610612739,"CLE","MIN","CLE",48,91,34,81,42,7,29,24.1,16,19,84.2,10,31,41,22,12,6,5,14,-13,"No",2024,FALSE,"East","MIN"
"2086",22301014,"2024-03-22","regular",1610612750,"MIN","MIN","CLE",48,104,41,85,48.2,14,27,51.9,8,16,50,13,33,46,27,12,9,5,12,13,"Yes",2024,TRUE,"West","CLE"
"2087",22301015,"2024-03-22","regular",1610612763,"MEM","SAS","MEM",48,99,33,82,40.2,12,34,35.3,21,31,67.7,9,42,51,18,18,10,4,17,2,"Yes",2024,FALSE,"West","SAS"
"2088",22301015,"2024-03-22","regular",1610612759,"SAS","SAS","MEM",48,97,37,95,38.9,7,38,18.4,16,23,69.6,15,41,56,24,16,12,7,23,-2,"No",2024,TRUE,"West","MEM"
"2089",22301016,"2024-03-22","regular",1610612744,"GSW","GSW","IND",48,111,43,106,40.6,14,48,29.2,11,16,68.8,24,40,64,24,14,6,6,15,-12,"No",2024,TRUE,"West","IND"
"2090",22301016,"2024-03-22","regular",1610612754,"IND","GSW","IND",48,123,48,99,48.5,15,36,41.7,12,16,75,12,38,50,32,11,8,10,14,12,"Yes",2024,FALSE,"East","GSW"
"2091",22301017,"2024-03-22","regular",1610612746,"LAC","POR","LAC",48,125,44,77,57.1,14,33,42.4,23,27,85.2,7,33,40,26,17,8,8,21,8,"Yes",2024,FALSE,"West","POR"
"2092",22301017,"2024-03-22","regular",1610612757,"POR","POR","LAC",48,117,45,93,48.4,12,33,36.4,15,25,60,15,26,41,29,10,11,1,19,-8,"No",2024,TRUE,"West","LAC"
"2093",22301018,"2024-03-22","regular",1610612747,"LAL","LAL","PHI",48,101,32,73,43.8,12,31,38.7,25,33,75.8,11,43,54,22,21,1,7,16,7,"Yes",2024,TRUE,"West","PHI"
"2094",22301018,"2024-03-22","regular",1610612755,"PHI","LAL","PHI",48,94,33,96,34.4,8,37,21.6,20,24,83.3,13,29,42,20,9,13,7,23,-7,"No",2024,FALSE,"East","LAL"
"2095",22301019,"2024-03-23","regular",1610612751,"BKN","NYK","BKN",48,93,34,76,44.7,12,34,35.3,13,15,86.7,8,33,41,26,15,5,6,15,-12,"No",2024,FALSE,"East","NYK"
"2096",22301019,"2024-03-23","regular",1610612752,"NYK","NYK","BKN",48,105,42,97,43.3,15,40,37.5,6,12,50,16,31,47,25,10,10,4,15,12,"Yes",2024,TRUE,"East","BKN"
"2097",22301020,"2024-03-23","regular",1610612753,"ORL","ORL","SAC",48,107,42,88,47.7,10,35,28.6,13,18,72.2,12,37,49,27,13,5,3,20,-2,"No",2024,TRUE,"East","SAC"
"2098",22301020,"2024-03-23","regular",1610612758,"SAC","ORL","SAC",48,109,38,87,43.7,15,40,37.5,18,21,85.7,6,36,42,26,7,6,5,19,2,"Yes",2024,FALSE,"West","ORL"
"2099",22301021,"2024-03-23","regular",1610612737,"ATL","ATL","CHA",48,132,50,90,55.6,20,42,47.6,12,14,85.7,11,32,43,40,9,9,5,14,41,"Yes",2024,TRUE,"East","CHA"
"2100",22301021,"2024-03-23","regular",1610612766,"CHA","ATL","CHA",48,91,35,84,41.7,11,39,28.2,10,14,71.4,11,28,39,25,15,3,4,9,-41,"No",2024,FALSE,"East","ATL"
"2101",22301022,"2024-03-23","regular",1610612761,"TOR","WAS","TOR",48,109,40,94,42.6,8,33,24.2,21,26,80.8,13,29,42,27,12,9,7,20,-3,"No",2024,FALSE,"East","WAS"
"2102",22301022,"2024-03-23","regular",1610612764,"WAS","WAS","TOR",48,112,44,92,47.8,11,35,31.4,13,19,68.4,16,39,55,28,18,7,8,18,3,"Yes",2024,TRUE,"East","TOR"
"2103",22301023,"2024-03-23","regular",1610612738,"BOS","CHI","BOS",48,124,44,86,51.2,21,48,43.8,15,17,88.2,12,29,41,28,12,5,3,9,11,"Yes",2024,FALSE,"East","CHI"
"2104",22301023,"2024-03-23","regular",1610612741,"CHI","CHI","BOS",48,113,47,82,57.3,9,24,37.5,10,11,90.9,3,26,29,36,7,7,3,18,-11,"No",2024,TRUE,"East","BOS"
"2105",22301024,"2024-03-23","regular",1610612745,"HOU","HOU","UTA",48,147,54,97,55.7,27,49,55.1,12,14,85.7,12,32,44,31,9,7,3,26,28,"Yes",2024,TRUE,"West","UTA"
"2106",22301024,"2024-03-23","regular",1610612762,"UTA","HOU","UTA",48,119,40,89,44.9,11,37,29.7,28,33,84.8,12,28,40,24,10,2,4,11,-28,"No",2024,FALSE,"West","HOU"
"2107",22301025,"2024-03-23","regular",1610612756,"PHX","SAS","PHX",48,131,56,94,59.6,11,24,45.8,8,10,80,7,32,39,38,10,11,5,18,25,"Yes",2024,FALSE,"West","SAS"
"2108",22301025,"2024-03-23","regular",1610612759,"SAS","SAS","PHX",48,106,40,85,47.1,9,33,27.3,17,21,81,8,26,34,27,15,6,6,9,-25,"No",2024,TRUE,"West","PHX"
"2109",22301026,"2024-03-23","regular",1610612743,"DEN","POR","DEN",48,114,41,91,45.1,8,24,33.3,24,33,72.7,19,30,49,25,14,8,9,17,3,"Yes",2024,FALSE,"West","POR"
"2110",22301026,"2024-03-23","regular",1610612757,"POR","POR","DEN",48,111,43,93,46.2,10,28,35.7,15,17,88.2,14,31,45,27,16,8,8,24,-3,"No",2024,TRUE,"West","DEN"
"2111",22301027,"2024-03-24","regular",1610612765,"DET","DET","NOP",48,101,32,79,40.5,11,41,26.8,26,32,81.3,10,36,46,20,17,4,5,25,-13,"No",2024,TRUE,"East","NOP"
"2112",22301027,"2024-03-24","regular",1610612740,"NOP","DET","NOP",48,114,41,81,50.6,11,34,32.4,21,31,67.7,6,35,41,27,10,8,7,22,13,"Yes",2024,FALSE,"West","DET"
"2113",22301028,"2024-03-24","regular",1610612746,"LAC","LAC","PHI",48,107,40,83,48.2,10,28,35.7,17,18,94.4,10,27,37,27,14,2,9,11,-14,"No",2024,TRUE,"West","PHI"
"2114",22301028,"2024-03-24","regular",1610612755,"PHI","LAC","PHI",48,121,48,90,53.3,18,37,48.6,7,9,77.8,12,25,37,32,8,7,10,18,14,"Yes",2024,FALSE,"East","LAC"
"2115",22301029,"2024-03-24","regular",1610612739,"CLE","MIA","CLE",48,84,30,72,41.7,9,29,31,15,20,75,4,26,30,24,17,3,3,16,-37,"No",2024,FALSE,"East","MIA"
"2116",22301029,"2024-03-24","regular",1610612748,"MIA","MIA","CLE",48,121,43,83,51.8,15,38,39.5,20,23,87,9,35,44,29,12,13,0,17,37,"Yes",2024,TRUE,"East","CLE"
"2117",22301030,"2024-03-24","regular",1610612749,"MIL","MIL","OKC",48,118,49,92,53.3,11,34,32.4,9,14,64.3,15,42,57,33,17,7,5,21,25,"Yes",2024,TRUE,"East","OKC"
"2118",22301030,"2024-03-24","regular",1610612760,"OKC","MIL","OKC",48,93,33,89,37.1,10,43,23.3,17,22,77.3,10,27,37,20,12,9,1,16,-25,"No",2024,FALSE,"West","MIL"
"2119",22301031,"2024-03-24","regular",1610612744,"GSW","MIN","GSW",48,110,38,85,44.7,14,36,38.9,20,26,76.9,7,34,41,23,13,8,3,19,-4,"No",2024,FALSE,"West","MIN"
"2120",22301031,"2024-03-24","regular",1610612750,"MIN","MIN","GSW",48,114,40,84,47.6,21,40,52.5,13,18,72.2,7,37,44,30,16,9,5,17,4,"Yes",2024,TRUE,"West","GSW"
"2121",22301032,"2024-03-24","regular",1610612754,"IND","LAL","IND",48,145,59,107,55.1,18,36,50,9,16,56.3,10,30,40,39,11,6,4,31,-5,"No",2024,FALSE,"East","LAL"
"2122",22301032,"2024-03-24","regular",1610612747,"LAL","LAL","IND",48,150,50,89,56.2,12,25,48,38,43,88.4,8,33,41,28,10,6,7,14,5,"Yes",2024,TRUE,"West","IND"
"2123",22301033,"2024-03-25","regular",1610612766,"CHA","CLE","CHA",48,92,34,80,42.5,9,28,32.1,15,18,83.3,6,27,33,22,12,5,4,13,-23,"No",2024,FALSE,"East","CLE"
"2124",22301033,"2024-03-25","regular",1610612739,"CLE","CLE","CHA",48,115,46,86,53.5,17,41,41.5,6,10,60,9,38,47,41,14,4,3,15,23,"Yes",2024,TRUE,"East","CHA"
"2125",22301034,"2024-03-25","regular",1610612737,"ATL","ATL","BOS",48,120,46,87,52.9,18,36,50,10,17,58.8,15,29,44,30,13,5,3,18,2,"Yes",2024,TRUE,"East","BOS"
"2126",22301034,"2024-03-25","regular",1610612738,"BOS","ATL","BOS",48,118,47,95,49.5,11,38,28.9,13,19,68.4,12,26,38,21,9,7,8,16,-2,"No",2024,FALSE,"East","ATL"
"2127",22301035,"2024-03-25","regular",1610612765,"DET","NYK","DET",48,99,34,88,38.6,10,34,29.4,21,22,95.5,7,30,37,22,12,8,5,22,-25,"No",2024,FALSE,"East","NYK"
"2128",22301035,"2024-03-25","regular",1610612752,"NYK","NYK","DET",48,124,45,89,50.6,19,46,41.3,15,22,68.2,12,40,52,30,14,6,6,18,25,"Yes",2024,TRUE,"East","DET"
"2129",22301036,"2024-03-25","regular",1610612751,"BKN","TOR","BKN",48,96,37,81,45.7,9,39,23.1,13,18,72.2,16,34,50,20,20,3,4,16,8,"Yes",2024,FALSE,"East","TOR"
"2130",22301036,"2024-03-25","regular",1610612761,"TOR","TOR","BKN",48,88,37,85,43.5,5,27,18.5,9,12,75,8,22,30,23,10,10,2,15,-8,"No",2024,TRUE,"East","BKN"
"2131",22301037,"2024-03-25","regular",1610612741,"CHI","CHI","WAS",48,105,36,87,41.4,10,35,28.6,23,28,82.1,9,37,46,27,12,9,8,14,-2,"No",2024,TRUE,"East","WAS"
"2132",22301037,"2024-03-25","regular",1610612764,"WAS","CHI","WAS",48,107,39,97,40.2,14,49,28.6,15,18,83.3,14,38,52,32,14,8,5,21,2,"Yes",2024,FALSE,"East","CHI"
"2133",22301038,"2024-03-25","regular",1610612745,"HOU","HOU","POR",48,110,37,93,39.8,12,39,30.8,24,25,96,13,32,45,19,9,7,7,16,18,"Yes",2024,TRUE,"West","POR"
"2134",22301038,"2024-03-25","regular",1610612757,"POR","HOU","POR",48,92,36,87,41.4,7,33,21.2,13,15,86.7,10,34,44,14,17,5,6,25,-18,"No",2024,FALSE,"West","HOU"
"2135",22301039,"2024-03-25","regular",1610612756,"PHX","SAS","PHX",48,102,42,83,50.6,10,28,35.7,8,14,57.1,5,42,47,28,15,5,7,14,-2,"No",2024,FALSE,"West","SAS"
"2136",22301039,"2024-03-25","regular",1610612759,"SAS","SAS","PHX",48,104,40,91,44,8,31,25.8,16,19,84.2,5,35,40,23,7,10,1,15,2,"Yes",2024,TRUE,"West","PHX"
"2137",22301040,"2024-03-25","regular",1610612743,"DEN","DEN","MEM",48,128,48,90,53.3,15,32,46.9,17,18,94.4,15,35,50,38,16,10,7,23,25,"Yes",2024,TRUE,"West","MEM"
"2138",22301040,"2024-03-25","regular",1610612763,"MEM","DEN","MEM",48,103,37,94,39.4,11,44,25,18,27,66.7,17,23,40,25,17,9,9,15,-25,"No",2024,FALSE,"West","DEN"
"2139",22301041,"2024-03-25","regular",1610612742,"DAL","UTA","DAL",48,115,44,92,47.8,12,42,28.6,15,18,83.3,10,37,47,31,6,9,7,17,10,"Yes",2024,FALSE,"West","UTA"
"2140",22301041,"2024-03-25","regular",1610612762,"UTA","UTA","DAL",48,105,37,87,42.5,13,39,33.3,18,22,81.8,11,35,46,28,13,6,3,15,-10,"No",2024,TRUE,"West","DAL"
"2141",22301042,"2024-03-25","regular",1610612755,"PHI","SAC","PHI",48,96,34,82,41.5,11,34,32.4,17,20,85,15,32,47,18,15,2,4,25,-12,"No",2024,FALSE,"East","SAC"
"2142",22301042,"2024-03-25","regular",1610612758,"SAC","SAC","PHI",48,108,38,86,44.2,10,38,26.3,22,28,78.6,11,29,40,25,8,6,6,18,12,"Yes",2024,TRUE,"West","PHI"
"2143",22301043,"2024-03-25","regular",1610612754,"IND","LAC","IND",48,133,50,86,58.1,17,28,60.7,16,22,72.7,7,27,34,28,8,7,3,21,17,"Yes",2024,FALSE,"East","LAC"
"2144",22301043,"2024-03-25","regular",1610612746,"LAC","LAC","IND",48,116,46,85,54.1,6,20,30,18,22,81.8,11,25,36,26,10,4,4,19,-17,"No",2024,TRUE,"West","IND"
"2145",22301044,"2024-03-26","regular",1610612744,"GSW","MIA","GSW",48,113,47,85,55.3,13,38,34.2,6,10,60,7,36,43,31,12,6,5,20,21,"Yes",2024,FALSE,"West","MIA"
"2146",22301044,"2024-03-26","regular",1610612748,"MIA","MIA","GSW",48,92,37,92,40.2,8,33,24.2,10,13,76.9,11,28,39,24,9,3,2,9,-21,"No",2024,TRUE,"East","GSW"
"2147",22301045,"2024-03-26","regular",1610612747,"LAL","MIL","LAL",58,128,42,108,38.9,14,44,31.8,30,32,93.8,15,54,69,30,17,4,8,13,4,"Yes",2024,FALSE,"West","MIL"
"2148",22301045,"2024-03-26","regular",1610612749,"MIL","MIL","LAL",58,124,49,119,41.2,15,51,29.4,11,17,64.7,15,46,61,37,14,9,5,26,-4,"No",2024,TRUE,"East","LAL"
"2149",22301046,"2024-03-26","regular",1610612740,"NOP","NOP","OKC",48,112,39,86,45.3,14,38,36.8,20,23,87,5,32,37,26,10,7,2,18,-7,"No",2024,TRUE,"West","OKC"
"2150",22301046,"2024-03-26","regular",1610612760,"OKC","NOP","OKC",48,119,46,86,53.5,15,34,44.1,12,14,85.7,7,38,45,28,12,5,3,17,7,"Yes",2024,FALSE,"West","NOP"
"2151",22301047,"2024-03-26","regular",1610612742,"DAL","SAC","DAL",48,132,51,92,55.4,22,39,56.4,8,13,61.5,5,44,49,34,9,10,4,18,36,"Yes",2024,FALSE,"West","SAC"
"2152",22301047,"2024-03-26","regular",1610612758,"SAC","SAC","DAL",48,96,35,90,38.9,11,30,36.7,15,19,78.9,11,31,42,27,14,6,5,15,-36,"No",2024,TRUE,"West","DAL"
"2153",22301048,"2024-03-27","regular",1610612766,"CHA","CHA","CLE",48,118,44,76,57.9,13,33,39.4,17,22,77.3,8,30,38,30,16,8,2,14,7,"Yes",2024,TRUE,"East","CLE"
"2154",22301048,"2024-03-27","regular",1610612739,"CLE","CHA","CLE",48,111,42,85,49.4,19,44,43.2,8,14,57.1,9,23,32,33,15,7,1,21,-7,"No",2024,FALSE,"East","CHA"
"2155",22301049,"2024-03-27","regular",1610612744,"GSW","ORL","GSW",48,101,40,90,44.4,10,34,29.4,11,13,84.6,12,40,52,26,13,5,5,18,8,"Yes",2024,FALSE,"West","ORL"
"2156",22301049,"2024-03-27","regular",1610612753,"ORL","ORL","GSW",48,93,36,85,42.4,10,32,31.3,11,21,52.4,10,29,39,25,11,10,5,13,-8,"No",2024,TRUE,"East","GSW"
"2157",22301050,"2024-03-27","regular",1610612751,"BKN","WAS","BKN",53,122,47,98,48,10,33,30.3,18,23,78.3,10,35,45,24,8,8,9,16,3,"Yes",2024,FALSE,"East","WAS"
