"","gameid","date","type","teamid","team","home","away","MIN","PTS","FGM","FGA","FG.","X3PM","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","TOV","STL","BLK","PF","X...","win","season","at.home","div","opponent"
"603",22301211,"2023-12-06","regular",1610612766,"CHA","CHI","CHA",48,100,39,90,43.3,10,37,27,12,12,100,12,30,42,25,17,9,9,24,-11,"No",2024,FALSE,"East","CHI"
"604",22301211,"2023-12-06","regular",1610612741,"CHI","CHI","CHA",48,111,38,90,42.2,12,25,48,23,29,79.3,21,36,57,23,16,6,6,16,11,"Yes",2024,TRUE,"East","CHA"
"605",22301212,"2023-12-06","regular",1610612745,"HOU","HOU","OKC",48,110,40,83,48.2,15,33,45.5,15,22,68.2,10,43,53,28,21,6,5,16,9,"Yes",2024,TRUE,"West","OKC"
"606",22301212,"2023-12-06","regular",1610612760,"OKC","HOU","OKC",48,101,37,87,42.5,8,29,27.6,19,24,79.2,4,26,30,22,9,14,10,21,-9,"No",2024,FALSE,"West","HOU"
"607",22301213,"2023-12-06","regular",1610612742,"DAL","DAL","UTA",48,147,56,101,55.4,22,49,44.9,13,19,68.4,11,36,47,37,8,11,5,14,50,"Yes",2024,TRUE,"West","UTA"
"608",22301213,"2023-12-06","regular",1610612762,"UTA","DAL","UTA",48,97,35,87,40.2,12,33,36.4,15,18,83.3,11,32,43,22,19,6,3,20,-50,"No",2024,FALSE,"West","DAL"
"609",22301214,"2023-12-06","regular",1610612744,"GSW","GSW","POR",48,110,36,86,41.9,10,34,29.4,28,33,84.8,15,35,50,20,17,4,3,19,4,"Yes",2024,TRUE,"West","POR"
"610",22301214,"2023-12-06","regular",1610612757,"POR","GSW","POR",48,106,39,95,41.1,16,46,34.8,12,16,75,11,29,40,22,10,8,3,30,-4,"No",2024,FALSE,"West","GSW"
"611",22301215,"2023-12-06","regular",1610612743,"DEN","LAC","DEN",48,102,41,98,41.8,12,31,38.7,8,9,88.9,14,32,46,29,11,7,5,20,-9,"No",2024,FALSE,"West","LAC"
"612",22301215,"2023-12-06","regular",1610612746,"LAC","LAC","DEN",48,111,40,87,46,12,27,44.4,19,25,76,13,38,51,21,11,7,9,14,9,"Yes",2024,TRUE,"West","DEN"
"613",22301229,"2023-12-07","regular",1610612754,"IND","MIL","IND",48,128,50,102,49,7,33,21.2,21,25,84,15,36,51,30,10,9,8,21,9,"Yes",2024,FALSE,"East","MIL"
"614",22301229,"2023-12-07","regular",1610612749,"MIL","MIL","IND",48,119,43,96,44.8,12,33,36.4,21,28,75,12,34,46,19,12,3,9,17,-9,"No",2024,TRUE,"East","IND"
"615",22301230,"2023-12-07","regular",1610612747,"LAL","LAL","NOP",48,133,47,86,54.7,17,35,48.6,22,29,75.9,11,48,59,31,15,6,4,16,44,"Yes",2024,TRUE,"West","NOP"
"616",22301230,"2023-12-07","regular",1610612740,"NOP","LAL","NOP",48,89,34,95,35.8,7,31,22.6,14,20,70,12,30,42,22,12,7,5,21,-44,"No",2024,FALSE,"West","LAL"
"617",22301216,"2023-12-08","regular",1610612766,"CHA","CHA","TOR",48,119,44,79,55.7,13,25,52,18,20,90,7,24,31,30,16,7,4,15,3,"Yes",2024,TRUE,"East","TOR"
"618",22301216,"2023-12-08","regular",1610612761,"TOR","CHA","TOR",48,116,47,93,50.5,6,32,18.8,16,21,76.2,14,28,42,32,14,7,2,21,-3,"No",2024,FALSE,"East","CHA"
"619",22301217,"2023-12-08","regular",1610612765,"DET","ORL","DET",48,91,34,81,42,6,30,20,17,24,70.8,8,30,38,17,16,3,2,17,-32,"No",2024,FALSE,"East","ORL"
"620",22301217,"2023-12-08","regular",1610612753,"ORL","ORL","DET",48,123,49,89,55.1,10,26,38.5,15,19,78.9,6,39,45,26,10,5,4,20,32,"Yes",2024,TRUE,"East","DET"
"621",22301218,"2023-12-08","regular",1610612737,"ATL","PHI","ATL",48,114,41,104,39.4,13,39,33.3,19,21,90.5,23,32,55,20,14,3,4,23,-11,"No",2024,FALSE,"East","PHI"
"622",22301218,"2023-12-08","regular",1610612755,"PHI","PHI","ATL",48,125,42,87,48.3,11,30,36.7,30,37,81.1,14,34,48,24,11,6,8,14,11,"Yes",2024,TRUE,"East","ATL"
"623",22301219,"2023-12-08","regular",1610612751,"BKN","BKN","WAS",48,124,50,104,48.1,10,33,30.3,14,18,77.8,18,37,55,27,11,8,8,18,27,"Yes",2024,TRUE,"East","WAS"
"624",22301219,"2023-12-08","regular",1610612764,"WAS","BKN","WAS",48,97,38,91,41.8,6,33,18.2,15,21,71.4,12,29,41,19,16,4,7,19,-27,"No",2024,FALSE,"East","BKN"
"625",22301220,"2023-12-08","regular",1610612739,"CLE","MIA","CLE",48,111,40,87,46,14,38,36.8,17,26,65.4,12,39,51,21,13,13,2,17,12,"Yes",2024,FALSE,"East","MIA"
"626",22301220,"2023-12-08","regular",1610612748,"MIA","MIA","CLE",48,99,37,86,43,15,42,35.7,10,15,66.7,7,30,37,23,18,5,5,23,-12,"No",2024,TRUE,"East","CLE"
"627",22301221,"2023-12-08","regular",1610612763,"MEM","MEM","MIN",48,103,37,86,43,15,35,42.9,14,19,73.7,8,20,28,24,10,7,4,23,-24,"No",2024,TRUE,"West","MIN"
"628",22301221,"2023-12-08","regular",1610612750,"MIN","MEM","MIN",48,127,44,88,50,15,38,39.5,24,26,92.3,15,39,54,30,13,4,8,17,24,"Yes",2024,FALSE,"West","MEM"
"629",22301222,"2023-12-08","regular",1610612744,"GSW","OKC","GSW",53,136,49,104,47.1,19,48,39.6,19,23,82.6,24,36,60,29,29,3,2,28,-2,"No",2024,FALSE,"West","OKC"
"630",22301222,"2023-12-08","regular",1610612760,"OKC","OKC","GSW",53,138,51,98,52,5,29,17.2,31,36,86.1,11,28,39,15,11,17,7,22,2,"Yes",2024,TRUE,"West","GSW"
"631",22301223,"2023-12-08","regular",1610612741,"CHI","SAS","CHI",48,121,47,102,46.1,13,28,46.4,14,24,58.3,24,32,56,27,8,9,2,19,9,"Yes",2024,FALSE,"East","SAS"
"632",22301223,"2023-12-08","regular",1610612759,"SAS","SAS","CHI",48,112,39,83,47,17,42,40.5,17,20,85,10,34,44,35,13,4,9,20,-9,"No",2024,TRUE,"West","CHI"
"633",22301224,"2023-12-08","regular",1610612743,"DEN","DEN","HOU",48,106,38,90,42.2,10,28,35.7,20,27,74.1,12,35,47,22,10,4,5,24,-8,"No",2024,TRUE,"West","HOU"
"634",22301224,"2023-12-08","regular",1610612745,"HOU","DEN","HOU",48,114,35,82,42.7,13,39,33.3,31,42,73.8,11,36,47,21,10,3,3,20,8,"Yes",2024,FALSE,"West","DEN"
"635",22301225,"2023-12-08","regular",1610612746,"LAC","UTA","LAC",48,117,43,88,48.9,15,34,44.1,16,21,76.2,11,29,40,23,14,8,9,18,14,"Yes",2024,FALSE,"West","UTA"
"636",22301225,"2023-12-08","regular",1610612762,"UTA","UTA","LAC",48,103,38,84,45.2,9,31,29,18,24,75,8,32,40,23,16,10,10,17,-14,"No",2024,TRUE,"West","LAC"
"637",22301226,"2023-12-08","regular",1610612742,"DAL","POR","DAL",48,125,47,91,51.6,12,39,30.8,19,22,86.4,9,33,42,26,15,8,5,23,13,"Yes",2024,FALSE,"West","POR"
"638",22301226,"2023-12-08","regular",1610612757,"POR","POR","DAL",48,112,39,105,37.1,18,53,34,16,18,88.9,18,30,48,20,15,9,1,24,-13,"No",2024,TRUE,"West","DAL"
"639",22301227,"2023-12-08","regular",1610612738,"BOS","BOS","NYK",48,133,48,91,52.7,19,47,40.4,18,21,85.7,8,26,34,24,8,8,5,19,10,"Yes",2024,TRUE,"East","NYK"
"640",22301227,"2023-12-08","regular",1610612752,"NYK","BOS","NYK",48,123,44,88,50,15,37,40.5,20,27,74.1,12,32,44,28,14,4,3,20,-10,"No",2024,FALSE,"East","BOS"
"641",22301228,"2023-12-08","regular",1610612756,"PHX","PHX","SAC",48,106,40,83,48.2,11,32,34.4,15,23,65.2,8,32,40,26,11,8,5,19,-8,"No",2024,TRUE,"West","SAC"
"642",22301228,"2023-12-08","regular",1610612758,"SAC","PHX","SAC",48,114,42,92,45.7,14,39,35.9,16,20,80,15,35,50,25,13,7,0,22,8,"Yes",2024,FALSE,"West","PHX"
"643",22300292,"2023-12-11","regular",1610612766,"CHA","CHA","MIA",48,114,40,84,47.6,17,41,41.5,17,22,77.3,6,25,31,31,11,3,2,22,-2,"No",2024,TRUE,"East","MIA"
"644",22300292,"2023-12-11","regular",1610612748,"MIA","CHA","MIA",48,116,37,77,48.1,15,35,42.9,27,34,79.4,8,35,43,31,11,7,3,22,2,"Yes",2024,FALSE,"East","CHA"
"645",22300293,"2023-12-11","regular",1610612765,"DET","DET","IND",48,123,45,81,55.6,10,29,34.5,23,30,76.7,6,24,30,26,15,11,4,18,-8,"No",2024,TRUE,"East","IND"
"646",22300293,"2023-12-11","regular",1610612754,"IND","DET","IND",48,131,52,92,56.5,13,31,41.9,14,19,73.7,11,32,43,33,18,8,5,20,8,"Yes",2024,FALSE,"East","DET"
"647",22300294,"2023-12-11","regular",1610612739,"CLE","ORL","CLE",48,94,30,85,35.3,9,40,22.5,25,33,75.8,18,30,48,15,14,10,3,23,-10,"No",2024,FALSE,"East","ORL"
"648",22300294,"2023-12-11","regular",1610612753,"ORL","ORL","CLE",48,104,39,84,46.4,7,26,26.9,19,25,76,12,31,43,22,14,7,8,22,10,"Yes",2024,TRUE,"East","CLE"
"649",22300295,"2023-12-11","regular",1610612755,"PHI","PHI","WAS",48,146,52,95,54.7,20,46,43.5,22,25,88,9,38,47,37,14,14,6,27,45,"Yes",2024,TRUE,"East","WAS"
"650",22300295,"2023-12-11","regular",1610612764,"WAS","PHI","WAS",48,101,36,85,42.4,9,31,29,20,31,64.5,13,31,44,21,22,5,2,19,-45,"No",2024,FALSE,"East","PHI"
"651",22300296,"2023-12-11","regular",1610612737,"ATL","ATL","DEN",48,122,44,96,45.8,17,44,38.6,17,18,94.4,13,22,35,25,10,9,2,21,-7,"No",2024,TRUE,"East","DEN"
"652",22300296,"2023-12-11","regular",1610612743,"DEN","ATL","DEN",48,129,47,88,53.4,12,29,41.4,23,29,79.3,14,35,49,29,16,9,8,19,7,"Yes",2024,FALSE,"West","ATL"
"653",22300297,"2023-12-11","regular",1610612752,"NYK","NYK","TOR",48,136,52,86,60.5,17,29,58.6,15,23,65.2,14,28,42,36,15,5,3,22,6,"Yes",2024,TRUE,"East","TOR"
"654",22300297,"2023-12-11","regular",1610612761,"TOR","NYK","TOR",48,130,47,96,49,14,39,35.9,22,30,73.3,17,21,38,32,10,12,0,21,-6,"No",2024,FALSE,"East","NYK"
"655",22300298,"2023-12-11","regular",1610612745,"HOU","HOU","SAS",48,93,32,93,34.4,12,39,30.8,17,20,85,15,45,60,20,16,7,2,18,11,"Yes",2024,TRUE,"West","SAS"
"656",22300298,"2023-12-11","regular",1610612759,"SAS","HOU","SAS",48,82,31,87,35.6,5,41,12.2,15,22,68.2,9,42,51,20,17,9,5,14,-11,"No",2024,FALSE,"West","HOU"
"657",22300299,"2023-12-11","regular",1610612742,"DAL","MEM","DAL",48,120,43,86,50,17,40,42.5,17,19,89.5,10,33,43,27,17,8,9,17,7,"Yes",2024,FALSE,"West","MEM"
"658",22300299,"2023-12-11","regular",1610612763,"MEM","MEM","DAL",48,113,41,89,46.1,18,44,40.9,13,16,81.3,10,28,38,26,18,9,5,19,-7,"No",2024,TRUE,"West","DAL"
"659",22300300,"2023-12-11","regular",1610612741,"CHI","MIL","CHI",53,129,47,114,41.2,15,34,44.1,20,25,80,18,33,51,25,6,3,4,27,-4,"No",2024,FALSE,"East","MIL"
"660",22300300,"2023-12-11","regular",1610612749,"MIL","MIL","CHI",53,133,44,86,51.2,15,37,40.5,30,37,81.1,6,42,48,34,11,5,4,21,4,"Yes",2024,TRUE,"East","CHI"
"661",22300301,"2023-12-11","regular",1610612750,"MIN","NOP","MIN",48,107,40,91,44,13,36,36.1,14,19,73.7,11,36,47,26,14,5,3,28,-14,"No",2024,FALSE,"West","NOP"
"662",22300301,"2023-12-11","regular",1610612740,"NOP","NOP","MIN",48,121,40,82,48.8,10,27,37,31,40,77.5,10,37,47,27,14,7,7,20,14,"Yes",2024,TRUE,"West","MIN"
"663",22300302,"2023-12-11","regular",1610612760,"OKC","OKC","UTA",48,134,50,96,52.1,18,38,47.4,16,17,94.1,7,32,39,35,12,9,7,17,14,"Yes",2024,TRUE,"West","UTA"
"664",22300302,"2023-12-11","regular",1610612762,"UTA","OKC","UTA",48,120,44,92,47.8,12,38,31.6,20,21,95.2,9,32,41,32,17,9,9,21,-14,"No",2024,FALSE,"West","OKC"
"665",22300303,"2023-12-11","regular",1610612751,"BKN","SAC","BKN",48,118,42,88,47.7,14,29,48.3,20,21,95.2,10,31,41,24,13,4,6,13,-13,"No",2024,FALSE,"East","SAC"
"666",22300303,"2023-12-11","regular",1610612758,"SAC","SAC","BKN",48,131,48,94,51.1,25,45,55.6,10,14,71.4,10,33,43,38,13,4,3,24,13,"Yes",2024,TRUE,"West","BKN"
"667",22300304,"2023-12-11","regular",1610612746,"LAC","LAC","POR",48,132,49,89,55.1,13,34,38.2,21,22,95.5,9,26,35,33,9,7,9,20,5,"Yes",2024,TRUE,"West","POR"
"668",22300304,"2023-12-11","regular",1610612757,"POR","LAC","POR",48,127,43,90,47.8,19,40,47.5,22,26,84.6,11,25,36,25,12,5,4,21,-5,"No",2024,FALSE,"West","LAC"
"669",22300305,"2023-12-12","regular",1610612738,"BOS","BOS","CLE",48,120,38,84,45.2,18,44,40.9,26,26,100,12,33,45,23,15,9,9,13,7,"Yes",2024,TRUE,"East","CLE"
"670",22300305,"2023-12-12","regular",1610612739,"CLE","BOS","CLE",48,113,44,92,47.8,19,45,42.2,6,9,66.7,6,29,35,27,13,6,4,18,-7,"No",2024,FALSE,"East","BOS"
"671",22300306,"2023-12-12","regular",1610612742,"DAL","DAL","LAL",48,127,44,89,49.4,21,43,48.8,18,21,85.7,12,24,36,28,10,7,5,17,2,"Yes",2024,TRUE,"West","LAL"
"672",22300306,"2023-12-12","regular",1610612747,"LAL","DAL","LAL",48,125,49,91,53.8,15,29,51.7,12,18,66.7,10,30,40,34,15,4,4,20,-2,"No",2024,FALSE,"West","DAL"
"673",22300307,"2023-12-12","regular",1610612741,"CHI","CHI","DEN",48,106,36,86,41.9,13,40,32.5,21,23,91.3,11,30,41,26,14,6,9,22,-8,"No",2024,TRUE,"East","DEN"
"674",22300307,"2023-12-12","regular",1610612743,"DEN","CHI","DEN",48,114,39,83,47,14,30,46.7,22,32,68.8,15,31,46,28,11,4,4,20,8,"Yes",2024,FALSE,"West","CHI"
"675",22300308,"2023-12-12","regular",1610612744,"GSW","PHX","GSW",48,116,41,92,44.6,16,46,34.8,18,27,66.7,13,38,51,26,15,9,1,28,-3,"No",2024,FALSE,"West","PHX"
"676",22300308,"2023-12-12","regular",1610612756,"PHX","PHX","GSW",48,119,38,84,45.2,14,39,35.9,29,34,85.3,7,34,41,27,15,8,7,22,3,"Yes",2024,TRUE,"West","GSW"
"677",22300309,"2023-12-12","regular",1610612746,"LAC","LAC","SAC",48,119,44,84,52.4,11,29,37.9,20,21,95.2,6,43,49,21,17,7,2,17,20,"Yes",2024,TRUE,"West","SAC"
"678",22300309,"2023-12-12","regular",1610612758,"SAC","LAC","SAC",48,99,36,86,41.9,10,37,27,17,24,70.8,7,31,38,27,14,8,2,19,-20,"No",2024,FALSE,"West","LAC"
"679",22300310,"2023-12-13","regular",1610612765,"DET","DET","PHI",48,111,39,88,44.3,10,33,30.3,23,30,76.7,6,29,35,24,10,6,3,22,-18,"No",2024,TRUE,"East","PHI"
"680",22300310,"2023-12-13","regular",1610612755,"PHI","DET","PHI",48,129,45,87,51.7,11,30,36.7,28,34,82.4,10,43,53,28,11,6,4,20,18,"Yes",2024,FALSE,"East","DET"
"681",22300311,"2023-12-13","regular",1610612740,"NOP","WAS","NOP",48,142,50,96,52.1,16,34,47.1,26,30,86.7,10,36,46,30,10,11,3,17,20,"Yes",2024,FALSE,"West","WAS"
"682",22300311,"2023-12-13","regular",1610612764,"WAS","WAS","NOP",48,122,42,82,51.2,19,44,43.2,19,24,79.2,3,30,33,28,15,7,6,16,-20,"No",2024,TRUE,"East","NOP"
"683",22300312,"2023-12-13","regular",1610612766,"CHA","MIA","CHA",48,104,41,77,53.2,12,31,38.7,10,11,90.9,4,27,31,27,21,11,5,18,-11,"No",2024,FALSE,"East","MIA"
"684",22300312,"2023-12-13","regular",1610612748,"MIA","MIA","CHA",48,115,41,86,47.7,15,30,50,18,19,94.7,17,30,47,29,23,10,3,12,11,"Yes",2024,TRUE,"East","CHA"
"685",22300313,"2023-12-13","regular",1610612737,"ATL","TOR","ATL",48,128,48,100,48,18,41,43.9,14,19,73.7,13,29,42,32,7,9,8,18,-7,"No",2024,FALSE,"East","TOR"
"686",22300313,"2023-12-13","regular",1610612761,"TOR","TOR","ATL",48,135,50,87,57.5,18,34,52.9,17,24,70.8,9,38,47,39,15,3,9,18,7,"Yes",2024,TRUE,"East","ATL"
"687",22300314,"2023-12-13","regular",1610612745,"HOU","HOU","MEM",48,117,39,86,45.3,12,32,37.5,27,37,73,15,43,58,23,19,6,3,28,13,"Yes",2024,TRUE,"West","MEM"
"688",22300314,"2023-12-13","regular",1610612763,"MEM","HOU","MEM",48,104,35,82,42.7,10,38,26.3,24,34,70.6,5,34,39,25,11,7,4,30,-13,"No",2024,FALSE,"West","HOU"
"689",22300315,"2023-12-13","regular",1610612754,"IND","MIL","IND",48,126,45,100,45,11,36,30.6,25,32,78.1,16,29,45,30,18,7,6,32,-14,"No",2024,FALSE,"East","MIL"
"690",22300315,"2023-12-13","regular",1610612749,"MIL","MIL","IND",48,140,48,89,53.9,7,27,25.9,37,48,77.1,12,31,43,27,16,8,8,24,14,"Yes",2024,TRUE,"East","IND"
"691",22300316,"2023-12-13","regular",1610612747,"LAL","SAS","LAL",48,122,49,91,53.8,14,35,40,10,17,58.8,5,41,46,31,16,14,4,16,3,"Yes",2024,FALSE,"West","SAS"
"692",22300316,"2023-12-13","regular",1610612759,"SAS","SAS","LAL",48,119,45,96,46.9,16,37,43.2,13,18,72.2,10,36,46,28,17,8,6,16,-3,"No",2024,TRUE,"West","LAL"
"693",22300317,"2023-12-13","regular",1610612751,"BKN","PHX","BKN",48,116,41,89,46.1,15,41,36.6,19,24,79.2,10,26,36,24,7,9,4,17,4,"Yes",2024,FALSE,"East","PHX"
"694",22300317,"2023-12-13","regular",1610612756,"PHX","PHX","BKN",48,112,40,84,47.6,9,28,32.1,23,27,85.2,14,35,49,28,12,5,4,20,-4,"No",2024,TRUE,"West","BKN"
"695",22300318,"2023-12-13","regular",1610612752,"NYK","UTA","NYK",48,113,41,94,43.6,9,39,23.1,22,32,68.8,14,32,46,21,11,10,4,21,-4,"No",2024,FALSE,"East","UTA"
"696",22300318,"2023-12-13","regular",1610612762,"UTA","UTA","NYK",48,117,43,98,43.9,16,42,38.1,15,21,71.4,15,38,53,31,16,5,4,27,4,"Yes",2024,TRUE,"West","NYK"
"697",22300319,"2023-12-14","regular",1610612738,"BOS","BOS","CLE",48,116,43,85,50.6,13,36,36.1,17,20,85,13,31,44,22,13,7,8,15,9,"Yes",2024,TRUE,"East","CLE"
"698",22300319,"2023-12-14","regular",1610612739,"CLE","BOS","CLE",48,107,40,83,48.2,11,33,33.3,16,17,94.1,9,30,39,21,16,7,1,18,-9,"No",2024,FALSE,"East","BOS"
"699",22300320,"2023-12-14","regular",1610612741,"CHI","MIA","CHI",48,124,45,93,48.4,14,36,38.9,20,30,66.7,11,32,43,32,5,8,2,23,8,"Yes",2024,FALSE,"East","MIA"
"700",22300320,"2023-12-14","regular",1610612748,"MIA","MIA","CHI",48,116,37,80,46.3,15,34,44.1,27,35,77.1,8,34,42,26,11,2,1,20,-8,"No",2024,TRUE,"East","CHI"
"701",22300321,"2023-12-14","regular",1610612742,"DAL","DAL","MIN",48,101,39,83,47,7,32,21.9,16,18,88.9,4,30,34,21,16,6,2,19,-18,"No",2024,TRUE,"West","MIN"
"702",22300321,"2023-12-14","regular",1610612750,"MIN","DAL","MIN",48,119,44,88,50,14,31,45.2,17,25,68,12,33,45,30,17,9,4,19,18,"Yes",2024,FALSE,"West","DAL"
"703",22300322,"2023-12-14","regular",1610612751,"BKN","DEN","BKN",48,101,39,95,41.1,8,30,26.7,15,20,75,18,35,53,28,16,5,4,23,-23,"No",2024,FALSE,"East","DEN"
"704",22300322,"2023-12-14","regular",1610612743,"DEN","DEN","BKN",48,124,47,99,47.5,12,36,33.3,18,21,85.7,12,36,48,31,9,13,6,15,23,"Yes",2024,TRUE,"West","BKN"
"705",22300323,"2023-12-14","regular",1610612757,"POR","POR","UTA",48,114,43,103,41.7,16,45,35.6,12,18,66.7,21,28,49,30,11,9,4,12,-8,"No",2024,TRUE,"West","UTA"
"706",22300323,"2023-12-14","regular",1610612762,"UTA","POR","UTA",48,122,49,92,53.3,11,33,33.3,13,14,92.9,13,32,45,27,11,9,9,14,8,"Yes",2024,FALSE,"West","POR"
"707",22300324,"2023-12-14","regular",1610612760,"OKC","SAC","OKC",48,123,44,102,43.1,11,36,30.6,24,27,88.9,16,28,44,26,14,8,7,25,-5,"No",2024,FALSE,"West","SAC"
"708",22300324,"2023-12-14","regular",1610612758,"SAC","SAC","OKC",48,128,47,95,49.5,18,45,40,16,21,76.2,11,36,47,32,17,6,4,22,5,"Yes",2024,TRUE,"West","OKC"
"709",22300325,"2023-12-14","regular",1610612744,"GSW","LAC","GSW",48,113,40,92,43.5,16,45,35.6,17,19,89.5,16,27,43,22,13,8,2,24,-8,"No",2024,FALSE,"West","LAC"
"710",22300325,"2023-12-14","regular",1610612746,"LAC","LAC","GSW",48,121,41,81,50.6,13,32,40.6,26,30,86.7,10,30,40,27,14,6,9,20,8,"Yes",2024,TRUE,"West","GSW"
"711",22300326,"2023-12-15","regular",1610612766,"CHA","CHA","NOP",48,107,41,92,44.6,9,31,29,16,21,76.2,8,31,39,18,8,7,4,24,-5,"No",2024,TRUE,"East","NOP"
"712",22300326,"2023-12-15","regular",1610612740,"NOP","CHA","NOP",48,112,38,80,47.5,9,27,33.3,27,32,84.4,11,38,49,24,16,4,5,17,5,"Yes",2024,FALSE,"West","CHA"
"713",22300327,"2023-12-15","regular",1610612765,"DET","PHI","DET",48,92,35,81,43.2,4,21,19,18,23,78.3,7,35,42,19,21,3,7,25,-32,"No",2024,FALSE,"East","PHI"
"714",22300327,"2023-12-15","regular",1610612755,"PHI","PHI","DET",48,124,41,98,41.8,14,37,37.8,28,31,90.3,16,38,54,24,12,17,8,23,32,"Yes",2024,TRUE,"East","DET"
"715",22300328,"2023-12-15","regular",1610612754,"IND","WAS","IND",48,123,48,107,44.9,15,40,37.5,12,16,75,13,28,41,35,15,7,8,25,-14,"No",2024,FALSE,"East","WAS"
"716",22300328,"2023-12-15","regular",1610612764,"WAS","WAS","IND",48,137,52,92,56.5,13,27,48.1,20,26,76.9,8,39,47,36,19,7,8,18,14,"Yes",2024,TRUE,"East","IND"
"717",22300329,"2023-12-15","regular",1610612738,"BOS","BOS","ORL",48,128,48,92,52.2,18,42,42.9,14,20,70,9,25,34,31,11,14,7,22,17,"Yes",2024,TRUE,"East","ORL"
"718",22300329,"2023-12-15","regular",1610612753,"ORL","BOS","ORL",48,111,42,87,48.3,14,35,40,13,18,72.2,13,32,45,25,21,5,2,22,-17,"No",2024,FALSE,"East","BOS"
"719",22300330,"2023-12-15","regular",1610612737,"ATL","TOR","ATL",48,125,52,101,51.5,16,41,39,5,6,83.3,16,39,55,34,14,4,4,19,21,"Yes",2024,FALSE,"East","TOR"
"720",22300330,"2023-12-15","regular",1610612761,"TOR","TOR","ATL",48,104,40,77,51.9,10,31,32.3,14,25,56,3,29,32,30,14,8,6,19,-21,"No",2024,TRUE,"East","ATL"
"721",22300331,"2023-12-15","regular",1610612747,"LAL","SAS","LAL",48,115,43,89,48.3,11,36,30.6,18,28,64.3,9,34,43,32,6,5,5,15,-14,"No",2024,FALSE,"West","SAS"
"722",22300331,"2023-12-15","regular",1610612759,"SAS","SAS","LAL",48,129,47,95,49.5,18,42,42.9,17,19,89.5,9,36,45,35,9,5,5,19,14,"Yes",2024,TRUE,"West","LAL"
"723",22300332,"2023-12-15","regular",1610612745,"HOU","MEM","HOU",48,103,32,88,36.4,11,29,37.9,28,32,87.5,15,36,51,18,11,10,10,19,7,"Yes",2024,FALSE,"West","MEM"
"724",22300332,"2023-12-15","regular",1610612763,"MEM","MEM","HOU",48,96,37,92,40.2,11,40,27.5,11,15,73.3,13,35,48,19,18,4,8,24,-7,"No",2024,TRUE,"West","HOU"
"725",22300333,"2023-12-15","regular",1610612752,"NYK","PHX","NYK",48,139,49,82,59.8,17,29,58.6,24,28,85.7,9,29,38,28,11,9,5,20,17,"Yes",2024,FALSE,"East","PHX"
"726",22300333,"2023-12-15","regular",1610612756,"PHX","PHX","NYK",48,122,47,90,52.2,11,28,39.3,17,21,81,10,23,33,30,12,4,3,17,-17,"No",2024,TRUE,"West","NYK"
"727",22300334,"2023-12-16","regular",1610612765,"DET","MIL","DET",48,114,43,96,44.8,6,28,21.4,22,26,84.6,10,26,36,25,8,10,4,23,-32,"No",2024,FALSE,"East","MIL"
"728",22300334,"2023-12-16","regular",1610612749,"MIL","MIL","DET",48,146,50,88,56.8,19,42,45.2,27,32,84.4,8,41,49,24,15,5,8,24,32,"Yes",2024,TRUE,"East","DET"
"729",22300335,"2023-12-16","regular",1610612766,"CHA","CHA","PHI",48,82,33,91,36.3,7,35,20,9,11,81.8,8,28,36,15,13,3,4,14,-53,"No",2024,TRUE,"East","PHI"
"730",22300335,"2023-12-16","regular",1610612755,"PHI","CHA","PHI",48,135,53,88,60.2,14,31,45.2,15,17,88.2,5,40,45,30,10,10,6,17,53,"Yes",2024,FALSE,"East","CHA"
"731",22300336,"2023-12-16","regular",1610612737,"ATL","CLE","ATL",48,119,41,85,48.2,15,36,41.7,22,25,88,6,28,34,21,11,5,4,21,-8,"No",2024,FALSE,"East","CLE"
"732",22300336,"2023-12-16","regular",1610612739,"CLE","CLE","ATL",48,127,49,101,48.5,16,42,38.1,13,15,86.7,18,31,49,32,11,8,3,22,8,"Yes",2024,TRUE,"East","ATL"
"733",22300337,"2023-12-16","regular",1610612741,"CHI","MIA","CHI",48,116,37,77,48.1,16,38,42.1,26,29,89.7,11,29,40,25,15,8,4,19,-2,"No",2024,FALSE,"East","MIA"
"734",22300337,"2023-12-16","regular",1610612748,"MIA","MIA","CHI",48,118,43,83,51.8,13,35,37.1,19,25,76,8,23,31,26,10,7,2,19,2,"Yes",2024,TRUE,"East","CHI"
"735",22300338,"2023-12-16","regular",1610612754,"IND","MIN","IND",48,109,45,90,50,6,21,28.6,13,16,81.3,13,27,40,25,15,10,6,15,-18,"No",2024,FALSE,"East","MIN"
"736",22300338,"2023-12-16","regular",1610612750,"MIN","MIN","IND",48,127,48,86,55.8,18,30,60,13,16,81.3,8,28,36,33,15,10,4,16,18,"Yes",2024,TRUE,"West","IND"
"737",22300339,"2023-12-16","regular",1610612751,"BKN","GSW","BKN",48,120,45,93,48.4,17,43,39.5,13,15,86.7,14,28,42,31,16,6,8,21,-4,"No",2024,FALSE,"East","GSW"
"738",22300339,"2023-12-16","regular",1610612744,"GSW","GSW","BKN",48,124,44,91,48.4,17,32,53.1,19,20,95,13,29,42,29,14,7,5,15,4,"Yes",2024,TRUE,"West","BKN"
"739",22300340,"2023-12-16","regular",1610612743,"DEN","DEN","OKC",48,117,42,93,45.2,12,32,37.5,21,24,87.5,16,30,46,30,9,5,0,22,-1,"No",2024,TRUE,"West","OKC"
